English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
"If there were fewer people, perhaps we could lower emissions. I recommend you close borders and take harsher measures.","Se houvesse menos pessoas, talvez pudéssemos diminuir as emissões. Eu recomendo que feches as fronteiras e tomes medidas mais duras.",,,,,
What are you talking about? We have to help everyone we can.,Do que estás a falar? Temos que ajudar o máximo de pessoas.,,,,,
"I've followed your planning for some time now, and I see you have the interests of the world at heart.",Acompanho a tua planificação há algum tempo e vejo que tens em mente os interesses do mundo.,,,,,
"And by ""world"", I do mean the *whole* world, and not just the wealthy regions like some mean with that term.","E por ""mundo"", quero dizer o mundo *inteiro*, e não apenas as regiões ricas como alguns querem dizer com este termo.",,,,,
My party is happy to join your coalition.,O meu partido está feliz em juntar-se à tua coligação.,,,,,
I hope that together we can undo at least some part of centuries of injustices.,Espero que juntos possamos desfazer pelo menos parte de séculos de injustiças.,,,,,
The Fanonist is now an [ally] ally. The contentedness of lower and lower-middle income regions will recover more quickly.,O Fanonista agora é um [ally] aliado. A aprovação das regiões de renda baixa e média-baixa recuperar-se-á mais rapidamente.,,,,,
We are tired of living under your reign of terror! Your time is up.,Estamos cansados de viver sob o teu reinado de terror! O teu tempo acabou.,,,,,
Prepare to die!,Prepara-te para morrer!,,,,,
You ought to--,Devia-,,,,,
Models have long predicted that warming will increase hurricane strength.,Modelos há muito previam que o aquecimento aumentaria a força dos ciclones.,,,,,
Otherwise many places will become inhospitable.,"Caso contrário, muitos lugares tornar-se-ão inóspitos.",,,,,
We ought to do whatever we can to bring down the temperature to reduce this risk.,Devemos fazer tudo o que pudermos para baixar a temperatura e reduzir esse risco.,,,,,
"Monsoons throughout the Indian subcontinent have been weaker and less frequent, disrupting a vital component of that region's climate.","As monções em todo o subcontinente indiano têm sido mais fracas e menos frequentes, interrompendo um componente vital do clima da região.",,,,,
Residents there are understandably upset and--,Os moradores estão contrariados e--,,,,,
There must be alternatives that don't require sacrificing us!,Deve haver alternativas que não exijam que nos sacrifiquem!,,,,,
"This is a terrible cost that we are made to bear, and we won't take it any longer!","Este é um custo terrível que somos obrigados a arcar, e não vamos aguentar mais!",,,,,
I urge you to act soon. Others are talking of more aggressive ways of stopping the project.,"Rápido. Estão a falar de formas mais agressivas de
interromper o projeto.",,,,,
How did this happen??,Como é que isto aconteceu??,,,,,
What's dihé?,O que é dihé?,,,,,
Sounds delicious!,Soa delicioso!,,,,,
That's great!,Ótimo!,,,,,
"Wait a minute, jellyfish isn't vegan...","Espera aí, alforrecas não são vegan...",,,,,
Hello.,Olá.,,,,,
Let's get straight to it!,Vamos logo a isso!,,,,,
Got it.,Entendido.,,,,,
Could you repeat that?,Podes repetir isso?,,,,,
"Ew, no mushrooms are gross.","Ew, não cogumelos são nojentos.",,,,,
"Yes, it will be my life's passion.","Sim, será a paixão da minha vida.",,,,,
How is that?,Como?,,,,,
We need this to happen--expand the mines!,Precisamos disto-expande as minas!,,,,,
We can't force more mines on people. Let the project take longer.,Não podemos impor mais minas às pessoas. Deixa o projeto demorar mais.,,,,,
Symbiosis with nature is crucial.,Simbiose com a natureza é crucial.,,,,,
A hard line is necessary!,É necessário disciplina!,,,,,
Technology is the key to liberation.,Tecnologia é a chave para a libertação.,,,,,
Thanks.,Obrigado.,,,,,
Could you explain everything again?,Podes explicar tudo outra vez?,,,,,
Scum! This is the only way to save the planet!,Escumalha! Esta é a única forma de salvar o planeta!,,,,,
I did what I thought was best.,Fiz o que achei melhor.,,,,,
I didn't know what I was doing!,Não sabia o que estava a fazer!,,,,,
They have a point...,Eles têm alguma razão...,,,,,
What a nuisance!,Que incómodo!,,,,,
Why?,Porquê?,,,,,
What's that?,O que é isso?,,,,,
Why Havana?,Porquê Havana?,,,,,
What do you do there?,O que é que fazes aqui?,,,,,
Create public sanctuaries where they can live out their final days.,Cria sanctuários públicos onde possam viver o resto dos seus dias.,,,,,
We'll throw a series of feasts so they don't go to waste.,Faremos uma série de banquetes para que eles não sejam desperdiçados.,,,,,
What can we do?,O que podemos fazer?,,,,,
Event Arcs,0,,0,0,,Y
Ice Melting,Degelo,,,,,
Running Out,Esgotamento,A Esgotar-se,,,,
Dead Bugs,Insetos Mortos,,,,,
How's My Planning?,Que tal a minha Planificação?,,,,,
The Leather Underground,Justiça de Cabedal,O Couro Oculto,,,,
Ancient Disease,Doença Antiga,,,,,
Earth Liberation Front,Frente de Libertação da Terra,,,,,
Gone Forever,Perdido,,,,,
Miracles,Milagres,,,,,
A Dying Planet,Um Planeta Moribundo,,,,,
New Tastes,Novo Gostos,,,,,
We Have Visitors,Temos Visitantes,,,,,
"Fukushima, Mon Amour","Fukushima, Mon Amour",,,,,
Eden Earth,Paraíso na Terra,Terra Parasídiaca,,,,
"A Sick, Sick World",Um Mundo Muito Doente,,,,,
A New Life,Uma Nova Vida,,,,,
Power Hungry,Fome de Poder,,,,,
Under a White Sky,Sob um Céu Branco,,,,,
Wildfires,Incêndios,,,,,
Food Sovereignty,Soberania Alimentar,,,,,
Migrations,Migrações,,,,,
Commentary,Comentário,,,,,
Capturing Carbon,A Capturar Carbono,Capturar Carbono,,,,
Making Friends,A Fazer Amizades,Fazer Amizades,,,,
Tutorial,Guia,Tutorial,,,,
Rotten Harvest,Colheita Perdida,,,,,
Escape Velocity,Velocidade de Fuga,,,,,
Natural Disasters,Desastres Naturais,,,,,
Poisoned Land,Terra Envenenada,,,,,
A Rising Tide,Uma Maré Enchente,,,,,
The End,O Fim,,,,,
Crucible Earth,Planeta Cadinho,Planeta Caçarola,,,,
Making Enemies,A Fazer Inimigos,Fazer Inimigos,,,,
The Wretched,Os Miseráveis,Miseráveis,,,,
Desperate Times,Época de Desespero,,,,,
Feature Descriptions,0,,0,0,,Y
solar processes,processos dependentes do sol,processos solares,,,,
intermittent processes,processos intermitentes,,,,,
processes that may meltdown,processos que podem causar desastres nucleares,,,,,
processes that produce nuclear waste,processos que produzem resíduos nucleares,,,,,
especially labor-intensive processes,processos que requerem grande mão-de-obra,,,,,
combustion processes,processos que envolvem combustão,,,,,
fossil fuel processes,processos que usam combustível fóssil,,,,,
oil processes,processos que usam petróleo,,,,,
carbon capture processes,processos que capturam carbono,,,,,
processes that use livestock,processos que usam gado,,,,,
processes that use pesticides,processos que usam pesticidas,,,,,
processes that use synthetic fertilizers,processos que usam fertilizantes sintéticos,,,,,
This process relies on the sun.,Este processo depende do sol.,,,,,
This process is intermittent.,Este processo é intermitente.,,,,,
This process can meltdown.,Este processo pode causar um desastre nuclear.,,,,,
This process produces nuclear waste.,Este processo produz resíduos nucleares.,,,,,
This process is especially labor-intensive.,Este processo requer grande mão-de-obra.,,,,,
This process involves combustion.,Este processo envolve combustão.,,,,,
This process uses fossil fuels.,Este processo usa combustíveis fósseis.,,,,,
This process captures and stores carbon.,Este processo captura e armazena carbono.,,,,,
This process uses livestock.,Este processo usa gado.,,,,,
This process use pesticides.,Este processo usa pesticidas.,,,,,
This process uses synthetic fertilizers.,Este processo utiliza fertilizantes sintéticos.,,,,,
This process uses soil.,Este processo usa o solo.,,,,,
This process uses oil.,Este processo usa petróleo.,,,,,
UI,0,,0,0,,Y
fuel,combustível,,,,,
electricity,eletricidade,,,,,
plant-based food,comida vegetal,,,,,
animal-based food,comida animal,,,,,
land,terreno,,,,,
crops,colheitas,plantações,,,,
livestock,gado,,,,,
Ally,Aliado,,,,,
Friendly,Favorável,Amigável,,,,
Nemesis,Némesis,Inimigo,,,,
Neutral,Neutro,,,,,
Temperature Change,Mudança de Temperatura,,,,,
Production Shortages,Défice de Produção,Escassez de Produção,,,,
Post-Revolution Optimism,Otimismo Pós-Revolução,,,,,
Nature Preserves,Reservas Naturais,,,,,
Sea Level Rise,Aumento do Nível do Mar,,,,,
Very Low,Muito Baixo,,,,,
Low,Baixo,,,,,
Moderate,Médio,Moderado,,,,
High,Alto,,,,,
Very High,Muito Alto,,,,,
Seceded,Separado,,,,I don't remember the context for this one...,
Only direct impacts are shown.,São mostrados apenas impactos diretos.,,,,,
Total,Total,,,,,
makes,faz,,,,,
causes,causa,,,,,
uses,usa,,,,,
Sector,Setor,,,,,
This industry is not yet significant.,Esta indústria ainda não é significante.,,,,,
Image:,Imagem:,,,,,
Parliament,Parlamento,,,,,
Likes,Preferências,,,,,
Dislikes,Aversões,,,,,
Level,Nível,,,,,
Next Level,Próximo Nível,Próx. Nível,,,,
Prev Level,Nível Anterior,Nível Ant.,,,,
Completed,Completo,,,,,
"Because of opposition, this requires a majority in parliament.","Devido à oposição, isto necessita de uma maioria em parlamento.",,,,,
Upgrading in one planning cycle.,Será aplicado no próximo ciclo de planificação.,Melhoria aplicada num ciclo de planificação.,,,,
Researching,A investigar,Investigação,,,,
Building,A construir,Construção,,,,
Political Effects,Efeitos Políticos,,,,,
Yea,Sim,,,,,
Nay,Não,,,,,
1 planning cycle left,1 ciclo de planificação restante,Falta 1 ciclo de planificação,,,,
{years} yrs left,{years} anos restantes,Falta {years} anos,,,,
{cost} yrs,{cost} anos,,,,,
cm/yr,cm/ano,,,,I don't really get this one,
Project Completed,Projeto Completo,,,,,
Policy Outcome,Resultado da Política,,,,,
Region Developed,Região Desenvolvida,,,,,
This region previous income level.,Nível anterior de renda desta região.,,,,,
This region new income level.,Nível atual de renda desta região.,,,,,
This region previous demand for {output}.,Demanda anterior desta região por {output},,,,,
This region new demand for {output}.,Demanda atual desta região por {output},,,,,
Region Contracted,Região Contratada,,,,check in-game for context,
Emissions,Emissões,,,,,
Land Use,Uso de Terras,,,,,
Energy Use,Uso de Energia,,,,,
Water Stress,Sobrecarga Hídrica,,,,,
Sea Level Rise,Subida do Nível do Mar,,,,,
Extinction Rate,Taxa de Extinção,,,,,
Population,População,,,,,
Avg. Living Standards,Padrão de Vida Médio,,,,,
Avg. Habitability,Habitabilidade Média,,,,,
Parliament Suspended,Parlamento Suspenso,,,,,
Your coalition has {coalitionSeats}/{totalSeats} seats.,A tua coligação tem {coalitionSeats} em {totalSeats} assentos.,,,,,
Add,Adicionar,,,,,
View All,Ver tudo,,,,,
Change Production,Alterar Produção,,,,,
Ready,Pronto,,,,,
Back,Voltar,,,,,
Plan,Plano,,,,,
Govt,Governo,Gov.,,,,
Stats,Estatísticas,Estat.,,,,
World,Mundo,Globo,,,,
emissions,emissões,,,,,
energy use,uso de energia,,,,,
land use,uso de terras,,,,,
water use,uso de água,,,,,
the extinction rate,taxa de extinção,,,,,
increase {k} by {warn}{change}%,aumentar {k} em {warn}{change}%,,,,,
decrease {k} by {change}%,reduzir {k} em {change}%,,,,,
They won't have much effect.,Não terão muito efeito.,,,,,
This output's production will,Os resultados desta região vão,,,,,
Research,Investigação,,,,,
Infrastructure,Infraestrutura,,,,,
Policies,Políticas,,,,,
Development Progress,Andamento,,,,,
Max Level,Nível Máximo,,,,,
Recent Disasters,Desastres Recentes,,,,,
Skip,Ignorar,Pular,,,,
Try Again?,Tentar Novamente?,Tentar outra vez?,,,,
Continue,Continuar,,,,,
The world can still be salvaged...,O mundo ainda pode ser recuperado...,,,,,
This is not the end...,Este não é o fim...,Não é o fim...,,,,
Well Played!,Muito Bem!,Boa!,,,,
You have {yearsLeft} years left in your tenure.,Tens {yearsLeft} anos restantes no teu mandato.,,,,,
The {n}{ext} Planning Session,{n}{ext} Sessão de Planificação,,,,,
1st,1ᵃ,,,,,
2nd,2ᵃ,,,,,
3rd,3ᵃ,,,,,
4th,4ᵃ,,,,,
5th,5ᵃ,,,,,
6th,6ᵃ,,,,,
7th,7ᵃ,,,,,
8th,8ᵃ,,,,,
9th,9ᵃ,,,,,
10th,10ᵃ,,,,,
11th,11ᵃ,,,,,
12th,12ᵃ,,,,,
13th,13ᵃ,,,,,
14th,14ᵃ,,,,,
Parliament is conspiring against you,O Parlamento está a conspirar contra ti,,,,,
Parliament is ready to work with you,O Parlamento está cooperativo,,,,,
Parliament trusts you completely,O Parlamento confia totalmente em ti,,,,,
The world is still warming,O mundo continua a aquecer,,,,,
The world is recovering,O mundo está a recuperar,,,,,
The world is becoming unbearable,O mundo está a tornar-se insuportável,,,,,
The world is becoming hostile to life,O mundo está a tornar-se hostil à vida,,,,,
Biodiversity is flourishing,A biodiversidade está a florescer,,,,,
Biodiversity is recovering,A biodiversidade está a recuperar-se,,,,,
Biodiversity is stabilizing,A biodiversidade está a estabilizar-se,,,,,
Biodiversity is struggling,A biodiversidade está instável,,,,,
Biodiversity is suffering,A biodiversidade está a sofrer,,,,,
Biodiversity is plummeting,A biodiversidade está a despencar,,,,,
People are furious,As pessoas estão furiosas,,,,,
People are upset,As pessoas estão chateadas,,,,,
People are unhappy,As pessoas estão infelizes,,,,,
People are content,As pessoas estão satisfeitas,,,,,
People are happy,As pessoas estão felizes,,,,,
People are ecstatic,As pessoas estão em êxtase,,,,,
Report,Relatório,,,,,
Changes,Alterações,,,,,
Temperature,Temperatura,,,,,
Contentedness,Aprovação,,,,,
Extinction Rate,Índice de Extinção,,,,,
Post-Revolution Optimism,Otimismo Pós-Revolução,,,,,
Completed Projects,Projetos Concluídos,,,,,
This project was completed.,Este projeto foi concluído.,,,,,
Completed Requests,Solicitações Concluídas.,,,,,
Completed Request: Implement {name},Solicitação Concluída: Efetuar {name},,,,,
Completed Request: Stop {name},Solicitação Concluída: Interromper {name},,,,,
Completed Request: Unban {name},Solicitação Concluída: Permitir {name},,,,,
Completed Request: Ban {name},Solicitação Concluída: Proibir {name},,,,,
Total Change,Mudança Total,,,,,
Events,Eventos,,,,,
Regions,Regiões,,,,,
Tap for more details.,Clique para mais detalhes.,,,,,
{region} is now {income} income.,{region} tem agora um nível de renda {income}.,,,,,
Disasters,Desastres,,,,,
Reduce the habitability of regions.,Reduz a habitabilidade das regiões.,,,,,
Next,Próximo,,,,,
This event occurred during this planning cycle.,Este evento ocorreu durante este ciclo de planificação.,,,,,
Based on the book,Inspirado no livro,,,,,
Thank you for playing!,Obrigado por jogar!,,,,,
Concept,Conceito,,,,,
Design,Design,,,,,
Development,Desenvolvimento,,,,,
Research and Writing,Investigação e Escrita,,,,,
Music,Música,,,,,
Playtesting,Teste do Jogo,,,,,
Translation,Tradução,,,,,
Loading,A carregar...,,,,,
Loading saved data,A carregar dados,,,,,
Booting Up,A Iniciar,,,,,
Political Capital,Capital Político,,,,,
CO2 Emissions/Yr,Emissões de CO2/Ano,,,,,
Temp. Anomaly,Anomalia na Temp.,,,,,
Tips,Dicas,,,,,
Restart Game,Reiniciar Jogo,,,,,
Credits,Créditos,,,,,
A Planetary Crisis Planning Game,Um Jogo de Planificação em Crises Planetárias,,,,,
New Game,Novo Jogo,,,,,
Sound,Som,,,,,
Read the book,Lê o livro,,,,,
On,Ligado,,,,,
Off,Desligado,,,,,
Are you sure you want to start over?,Tens a certeza de que queres recomeçar?,,,,,
Undo,Anular,,,,,
Withdraw,Remover,,,,,
Downgrade,"""Downgrade""",Piorar,,,,
Remove points,Remover pontos,,,,,
Water,Água,,,,,
Energy,Energia,,,,,
Emissions,Emissões,,,,,
Biodiversity,Biodiversidade,,,,,
water,água,,,,,
energy,energia,,,,,
emissions,emissões,,,,,
biodiversity,biodiversidade,,,,,
{disaster} in {region},{disaster} em {region},,,,,
Menu,Opções,,,,,
Now,Agora,,,,,
Under current plan,No plano atual,,,,,
years,anos,,,,,
Tips,0,,0,0,,Y
This industry's demand for {output}. This makes up {percent} of total demand for {output}.,A demanda desta indústria por {output}. Esta demanda contribui com {percent} da demanda total de {output}.,A demanda desta atividade por {output}. Esta demanda contribui com {percent} da demanda total de {output}.,,,,
This industry's non-energy CO2eq emissions.,As emissões não energéticas de CO2eq desta indústria.,As emissões não energéticas de CO2eq desta atividade.,,,,
Your relationship with {name}. Increase it by implementing projects they like. At 5 hearts or more they will join your coalition.,"O teu relacionamento com {name}. Melhora-o implementando projetos que gostam. Com 5 corações ou mais, poderá juntar-se à tua coligação.",,,,,
Improve your relationship with {name} to activate this ability.,Melhora o teu relacionamento com {name} para ativar esta capacidade.,,,,,
Because of resource availability this process can only make up to {maxPercent}% of production.{suggestion},"Devido à disponibilidade de recursos, este processo pode representar apenas {maxPercent}% da produção.{suggestion}",,,Yes,Still in English in-game,
This process can't produce this much because of feedstock or other limits. You should reallocate its points to other processes.,Este processo não pode produzir tanto por causa da matéria-prima ou outros limites. Devias deslocar os teus pontos para outros processos.,,,,,
You should reallocate its points to other processes.,Devias deslocar os teus pontos para outros processos.,,,,,
"{name} is opposed to this. If you ban it, your relationship will improve by +<img src='{icon}' />.","{name} opõe-se a isso. Se o proibires, o vosso relacionamento melhorará +<img src='{icon}' />.",,,,,
"{name} is opposed to this. If you implement it, your relationship will worsen by -<img src='{icon}' />.","{name} opõe-se a isso. Se o implementares, o vosso relacionamento piorará -<img src='{icon}' / >.",,,,,
"{name} supports this. If you implement it, your relationship will improve by +<img src='{icon}' />.","{name} apoiam isto. Se o implementares, o vosso relacionamento melhorará +<img src='{icon}' />.",,,,,
Because of resource availability this process can only make up to {maxPercent}% of production.,"Devido à disponibilidade de recursos, esse processo pode representar apenas {maxPercent}% da produção.",,,Yes,Still in English in-game,
There is currently no limit on this process' mix share.,"Atualmente, não há limite de participação deste processo na composição total.",,,,,
This process currently produces {amount}<img src='{outputIcon}'> and {emissions}<img src='{emissionsIcon}'> per year.,"Atualmente, esse processo produz {amount}<img src='{outputIcon}'> e {emissions}<img src='{emissionsIcon}'> por ano.",,,,,
This process currently makes up {mixPercent}% of {output} production.,"Atualmente, esse processo representa {mixPercent}% da produção de {output}.",,,,,
"This feedstock is depleted, so this process is stopped. You should reallocate its points to other processes.","Esta matéria-prima está esgotada, então este processo está suspenso. Devias deslocar os teus pontos para outros processos.",,,,,
At current usage rates the estimated supply is expected to last {years} years.,"De acordo com os níveis de uso atuais, espera-se que o fornecimento estimado dure {years} anos.",,,,,
At current usage rates the estimated supply is expected to last indefinitely.,"Com as taxas de uso atuais, espera-se que o fornecimento estimado dure indefinidamente.",,,,,
Land: They're not making anymore of it. You're using {percent}% of land.,Terras: Não estão mais a ser produzidas. Está a usar {percent}% do terreno.,,,,,
Emissions: A shroud around the earth. You're emitting {amount} gigatonnes per year.,Emissões: Um manto ao redor da terra. Estás a emitir {amount} gigatoneladas por ano.,,,,,
Water: The giver of life. You're using {percent}% of water resources.,Água: Água é vida. Estás a usar {percent}% dos recursos hídricos.,,,,,
Energy: The fundamental mover. You're using {amount}TWh of energy.,Energia: O motor fundamental. Estás a usar {amount}TWh de energia.,,,,,
Biodiversity: The co-inhabitants of the planet. The current biodiversity threat index is {amount}.,Biodiversidade: Os co-habitantes do planeta. O índice atual de ameaça à biodiversidade é {amount}.,,,,,
{points} {kind} points are allocated to this project,{points} pontos de {kind} estão investidos neste projeto,{points} {kind} pontos estão investidos neste projeto,,check in-game to see if this still makes sense,,
This policy costs {remainingCost} political capital to implement.,Esta política custa {remainingCost} de capital político para ser implementada.,,,,,
This will take about {remainingCost} to finish. Allocate more {kind} points to accelerate its progress.,Isto custará cerca de {remainingCost} para ser concluído. Investe mais pontos de {kind} para acelerar o progresso.,,,,,
This region's current temperature range.,A faixa de temperatura atual desta região.,,,,,
This region's current precipitation range.,A faixa de precipitação atual desta região.,,,,,
This region has {incomeName} living standards. Higher living standards mean higher material footprints.,Esta região tem um padrão de vida {incomeName}. Padrões de vida mais altos significam pegadas de material mais altas.,,,,,
This region's habitability.,A habitabilidade desta região.,,,,,
This region's contentedness.,A aprovação desta região.,,,,,
This region's per-capita demand level for {output}. The total regions's demand is {demand}<img src='{icon}' />. This makes up {percent} of total demand for {output}.,O nível de demanda per capita desta região por {output}. A demanda total das regiões é {demand}<img src='{icon}' />. Isso compõe {percent} da demanda total por {output}.,,,,,
The factors behind this event.↓,Os fatores por trás deste evento. ↓,,,,,
"Current annual emissions, in gigatonnes of CO2 equivalent.","Emissões anuais atuais, em gigatoneladas de CO2 equivalente.",,,,,
The estimated value after production changes have finished.,O valor estimado após a conclusão das alterações de produção.,,,,,
Current land use.,Uso da terra atual.,,,,,
Current energy use.,Consumo de energia atual.,,,,,
Current water demand.,Demanda de água atual.,,,,,
Average sea levels have risen by {rise}m and are rising at a rate of {rate}mm per year.,O nível médio do mar aumentou {rise}m e está a subir a um ritmo de {rate}mm por ano.,,,,,
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse.","A pressão atual sobre a biodiversidade. O alto uso da terra e outros fatores aumentam-na e, com ela, o risco de colapso ecológico.",,,,,
How many seats your coalition has. Draw parties to your coalition by implementing projects they support.,"O número de assentos da tua coligação. Atrai partidos para a tua coligação, implementando projetos que eles apoiam.",,,,,
Add some cards to get started,"Adiciona alguns cartões, para começar",,,,,
There is not enough {resources}. You should change your production mixes to use less of these or reduce demand elsewhere.,Não há {resources} suficientes. Devias alterar a composição de produção para usar menos ou reduzir a demanda em outros lugares.,,,,,
mild,leve,,,,,
alarming,alarmante,,,,,
severe,grave,,,,,
critical,crítica,,,,,
There are multiple production shortages:,Existe grande escassez de produção:,,,,,
There is a mild production shortage,Há uma leve escassez de produção,,,,,
There is a alarming production shortage,Há uma alarmante escassez de produção,,,,,
There is a severe production shortage,Há uma grave escassez de produção,,,,,
There is a critical production shortage,Há uma escassez crítica de produção,,,,,
Under current plan,No plano atual,,,,,
Drag a card up to assign leftover production,Arrasta um cartão para cima para atribuir a produção restante,,,,,
One production point represents 5% of an entire production sector's productive capacity.,Um ponto de produção representa 5% de toda a capacidade produtiva de um setor produtivo.,,,,,
These changes will take {changesTime} planning cycle{ext} to take effect.,Essas alterações levarão {changesTime} ciclos de planificação{ext} para entrar em vigor.,,,,,
Global demand for {output}.,Demanda global por {output}.,,,,,
"Current annual emissions, in gigatonnes of CO2 equivalent.","Emissões anuais atuais, em gigatoneladas de CO2 equivalente.",,,,,
↑ Swipe this card up and hold to add it to your plan ↑,↑ Passa este cartão para cima e mantém-no no ar para adicioná-lo ao teu plano ↑,,,,,
⟵ Swipe sideways to see other projects ⟶,⟵ Desliza para o lado para ver outros projetos ⟶,,,,,
This region's progress to the next income level.,O progresso desta região para o próximo nível de renda.,,,,,
This region's habitability. Natural disasters and hotter temperatures lower habitability.,A habitabilidade desta região. Desastres naturais e temperaturas mais quentes reduzem a habitabilidade.,,,,,
This region's contentedness.,A aprovação desta região.,,,,,
This region has {incomeName} living standards. Higher living standards mean higher material footprints.,Esta região tem um padrão de vida {incomeName}. Padrões de vida mais altos significam pegadas de material mais altas.,,,,,
This region's per-capita demand level for {output}. The total regions's demand is {demand}. This makes up {demandPercent} of total demand for {output}.,O nível de demanda per capita desta região para {output}. A demanda total das regiões é {demand}. Isso compõe {demandPercent} da demanda total por {output}.,,,,,
"The current global temperature anomaly. <strong>Increased warming</strong> will damage your political capital. <b class=""tip-goal"">Your goal is to get this below 1°C.</b>","A anomalia da temperatura global atual. O <strong>aumento do aquecimento</strong> prejudicará o teu capital político. <b class=""tip-goal"">A tua meta é fazer com que fique abaixo de 1°C.</b>",,,,,
"The current biodiversity pressure. <strong>Increased biodiversity pressure</strong> will cost you political capital. <b class=""tip-goal"">Your goal is to get this to below 20.</b>","A pressão sobre a biodiversidade atual. <strong>O aumento da pressão sobre a biodiversidade</strong> custará capital político. <b class=""tip-goal"">A tua meta é fazer com que fique abaixo de 20.</b>",,,,,
"How people around the world feel about the state of things. <strong>Increasing or maintaining contentedness</strong> will gain you political capital. <b class=""tip-warn"">If this goes below 0 you will be removed from power.</b>","Como as pessoas ao redor do mundo se sentem sobre a situação. <strong>Aumentar ou manter a aprovação</strong> renderá capital político. <b class=""tip-warn"">Se ficar abaixo de 0, serás removido do cargo.</b>",,,,,
"Current annual emissions, in gigatonnes of CO2 equivalent. <strong>Reducing emissions</strong> will gain you political capital. <b class=""tip-goal"">Your goal is to get this to below 0.</b>","Emissões anuais atuais, em gigatoneladas de CO2 equivalente. <strong>Reduzir as emissões</strong> fará com que ganhes capital político. <b class=""tip-goal"">A tua meta é fazer com que fique abaixo de 0.</b>",,,,,
"How much political capital you have. Political capital is what you spend to implement your plans. <b class=""tip-warn"">If you run out you'll be pushed out of government.</b>","Quanto capital político tens. Capital político é gasto para implementar planos. <b class=""tip-warn"">Se se esgotar, serás expulso do governo.</b>",,,,,
"The current global temperature anomaly is +{anomaly}°C. The higher this is, the more unpredictable the climate becomes. <b class=""tip-goal"">Your goal is to get this below 1°C.</b>","A anomalia da temperatura global atual é de +{anomaly}°C. Quanto mais alta, mais imprevisível o clima se torna. <b class=""tip-goal"">A tua meta é fazer com que fique abaixo de 1°C.</ b>",,,,,
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse. <b class=""tip-goal"">Your goal is to get this to below 20.</b>","A pressão atual sobre a biodiversidade. O alto uso da terra e outros fatores aumentam-na e, com ela, o risco de colapso ecológico. <b class=""tip-goal"">A tua meta é reduzir o número para menos de 20.</b >",,,,,
"How people around the world feel about the state of things. This is a combination of regional contentedness, crises, and policy decisions. <b class=""tip-warn"">If this goes below 0 you will be removed from power.</b>","Como as pessoas ao redor do mundo se sentem sobre a situação. Esta é uma combinação de aprovação regional, crises, e decisões políticas. <b class=""tip-warn"">Se ficar abaixo de 0, serás removido do poder.</b>",,,,,
"Current annual emissions are {emissions} gigatonnes. <b class=""tip-goal"">Your goal is to get this to below 0.</b>","As emissões anuais atuais são de {emissions} gigatoneladas. <b class=""tip-goal"">A tua meta é fazer com que fiquem abaixo de 0.</b>",,,,,
The following processes can't produce as much as they need to: {processesOverLimit},Os seguintes processos não conseguem produzir tanto quanto necessário: {processesOverLimit},,,,,
The predicted effect of your current plan is shown here.,O efeito previsto do teu plano atual é mostrado aqui.,,,,,
This process uses {feedstockName}. {feedstockEstimateDesc},Este processo usa {feedstockName}. {feedstockEstimateDesc},,,,,
"This region's income level has increased to <strong>{income}</strong>. Demand for <img src='{iconElec}'>electricity, <img src='{iconFuel}'>fuel, <img src='{iconPCals}'>plant and <img src='{iconACals}'>animal-based food has been updated.","O nível de renda desta região aumentou para <strong>{income}</strong>. Demandas por <img src='{iconElec}'>eletricidade, <img src='{iconFuel}'>combustíveis, <img src='{iconPCals}'>vegetais e <img src='{iconACals}'>alimentos de origem animal foram atualizadas.",,,,,
"This region's income level has contracted to <strong>{income}</strong>. Demand for <img src='{iconElec}'>electricity, <img src='{iconFuel}'>fuel, <img src='{iconPCals}'>plant and <img src='{iconACals}'>animal-based food has been updated.","O nível de renda desta região foi reduzido para <strong>{income}</strong>. Demandas por <img src='{iconElec}'>eletricidade,<img src='{iconFuel}'>combustíveis, <img src='{iconPCals}'>vegetais e <img src='{iconACals}'>alimentos de origem animal foram atualizadas.",,,,,
Event Factors,0,,0,0,,Y
This event is influenced by the global temperature anomaly.,Este evento é influenciado pela anomalia na temperatura global.,,,,,
This event is influenced by how happy people are.,Este evento é influenciado pela satisfação das pessoas.,,,check later to see if it's consistent,,
This event is influenced by biodiversity pressures.,Este evento é influenciado por pressões de biodiversidade.,,,,,
This event is influenced by the amount of sea level rise.,Este evento é influenciado pela quantidade de aumento do nível do mar.,,,,,
This event is influenced by the habitability of regions.,Este evento é influenciado pela habitabilidade das regiões.,,,,,
This event is influenced by how much production involves carbon capture and storage.,Este evento é influenciado pela quantidade de produção que envolve a captura e armazenamento de carbono.,,,,,
This event is influenced by how much energy production can meltdown.,Este evento é influenciado pela quantidade de energia que pode envolver-se num desastre nuclear.,,,,,
This event is influenced by how much energy production produces nuclear waste.,Este evento é influenciado pela quantidade de produção de energia que produz resíduos nucleares.,,,,,
This event is influenced by how production is especially labor-intensive.,Este evento é influenciado pela forma como a produção é especialmente intensiva em mão-de-obra.,,,,,
This event is influenced by how much energy production uses fossil fuels.,Este evento é influenciado pelo quanto a produção de energia utiliza combustíveis fósseis.,,,,,
