English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
People aren't happy with the way things are going...,,,,,,
...they're wrecking factories and laboratories in protest.,,,,,,
This will make your plans harder to implement...,,,,,,
Incredible. The greatest city our planet has ever known...,,,,,,
More like a vast networked ecology than anything designed by a human.,,,,,,
Seems more like a rat's nest to me...,,,,,,
The world was divided over your death...,,,,,,
"Some mourned the loss of someone with tremendous potential, while others cheered the death of a misguided tyrant.",,,,,,
And the anxious fear of a changing planet still haunted the world.,,,,,,
If only you could have done more...,,,,,,
We can't build homes on top of toxic land fills or near dangerous nuclear power plants.,,,,,,
We need to shift more quickly to renewable energy!,,,,,,
The ecofeminist movement is strong and will mobilize quickly against environmental injustices.,,,,,,
You're digging your own grave.,,,,,,
The Authoritarian is now a [nemesis] nemesis.,,,,,,
Without force we'll never save the planet.,,,,,,
Your plans mean nothing if you let people's ignorance and impulsiveness run loose.,,,,,,
It's for the best.,,,,,,
"Well, this is an upsetting milestone: ocean plastic weighs more than fish.",,,,,,
We still rely too heavily on fossil fuels and plastics!,,,,,,
Biodiversity has been plummeting...,,,,,,
"I don't know if it will work, but it's worth a try.",,,,,,
But there may be something we can try.,,,,,,
...in case the worst should come to pass.,,,,,,
I'm afraid that most of Earth's species will be lost forever.,,,,,,
It would have been better if we could have stopped extinctions from happening at all.,,,,,,
I propose a project to collect and store DNA samples of earth's remaining biodiversity...,,,,,,
Our reliance on hydropower as a major source of energy has meant the construction of several mega-dams across the world's waterways.,,,,,,
"As reservoirs fill, upstream forests are flooded, eliminating their function as carbon sinks.",,,,,,
"The dam constructed on the border between Paraguay and Brazil in the 1970s and 1980s, resulted in a 70 percent loss of biodiversity.",,,,,,
I for one am really impressed with our ability to shape natural environments and control water.,,,,,,
"I realize your intentions were good, but you just created more problems.",,,,,,
"We're able to produce quite a bit of power, but it has displaced millions of people and damaged ecosystems.",,,,,,
And they just contributed to climate change!,,,,,,
"And as the drowned vegetation decomposes, decaying plants in man-made reservoirs release methane, a powerful greenhouse gas.",,,,,,
"Aquatic species, particularly fish, are vulnerable to the impacts of dams.",,,,,,
There are many more birds than before because we have done so much to protect nature in recent years.,,,,,,
"I like yellowhammers, one of Rosa Luxemburg's favourite birds. What's your 'spark bird'?",,,,,,
There's been a spike in depression and similar mental health problems as of late.,,,,,,
Researchers are speculating that it has to do with the solar radiation management project...,,,,,,
living under a constant grey sky can't be good for one's mood.,,,,,,
Around the world many are marveling at the recovery of a once rare species.,,,,,,
I'm glad more people will be able to experience that.,,,,,,
You step back from your planning console and let out a sigh...,,,,,,
"Were they necessary, or did you just fumble your way through them?",,,,,,
You can't help but wonder how things could have gone differently.,,,,,,
Was this the only way?,,,,,,
So many unpopular and damaging decisions...,,,,,,
"You managed to last all this time, but how has everyone else fared?",,,,,,
..the weight of a decades-long career shedding from your shoulders.,,,,,,
Climate change has enabled boring insects and other tree parasites to expand their range.,,,,,,
"The trees look alive, but they're dying. This means more fire and carbon emissions...",,,,,,
"CO2 is denser than air, so the deadly cloud stayed long enough at ground level to kill two thousand people and countless animals within minutes.",,,,,,
"We try to store CO2 as safely as we can, but some accidents are inevitable. This will be bad for morale.",,,,,,
"For so long the polar bear was the mascot of our movement, and now it's gone...",,,,,,
We can't let all of these people move into countries that prepared better for these crises. It's their own fault they did not create resilient societies.,,,,,,
"If there were fewer people, perhaps we could lower emissions. I recommend you close borders and take harsher measures.",,,,,,
What are you talking about? We have to help everyone we can.,,,,,,
"I've followed your planning for some time now, and I see you have the interests of the world at heart.",,,,,,
"And by ""world"", I do mean the *whole* world, and not just the wealthy regions like some mean with that term.",,,,,,
My party is happy to join your coalition.,,,,,,
I hope that together we can undo at least some part of centuries of injustices.,,,,,,
The Fanonist is now an [ally] ally. The contentedness of lower and lower-middle income regions will recover more quickly.,,,,,,
We are tired of living under your reign of terror! Your time is up.,,,,,,
Prepare to die!,,,,,,
You ought to--,,,,,,
Models have long predicted that warming will increase hurricane strength.,,,,,,
Otherwise many places will become inhospitable.,,,,,,
We ought to do whatever we can to bring down the temperature to reduce this risk.,,,,,,
"Monsoons throughout the Indian subcontinent have been weaker and less frequent, disrupting a vital component of that region's climate.",,,,,,
Residents there are understandably upset and--,,,,,,
There must be alternatives that don't require sacrificing us!,,,,,,
"This is a terrible cost that we are made to bear, and we won't take it any longer!",,,,,,
I urge you to act soon. Others are talking of more aggressive ways of stopping the project.,,,,,,
Event Arcs,0,,0,0,NEED CONTEXT ON MOST OF THEM,Y
Ice Melting,Deshielo Polar,,,,,
Running Out,Se está acabando,,,,,
Dead Bugs,Insectos muertos,,,,,
How's My Planning?,Como va mi planificación?,,,,,
The Leather Underground,The Leather Underground,,,,,
Ancient Disease,Una enfermedad antigua,,,,,
Earth Liberation Front,Frente de Liberación de la Tierra,,,,,
Gone Forever,Se ha ido para siempre,,,,,
Miracles,Miráculos,,,,,
A Dying Planet,Un planeta muriéndose,,,,,
New Tastes,Nuevos sabores,,,,,
We Have Visitors,Tenemos visitantes,,,,,
"Fukushima, Mon Amour","Fukushima, Mon Amour",,,,,
Eden Earth,Edén terrenal,,,,,
"A Sick, Sick World","Un enfermo, enfermo mundo",,,,,
A New Life,Una nueva vida,,,,,
Power Hungry,Hambre de poder,,,,,
Under a White Sky,Bajo un cielo blanco,,,,,
Wildfires,Incendios forestales,,,,,
Food Sovereignty,Sobiranía alimentaria,,,,,
Migrations,Migraciones,,,,,
Commentary,Comentario,,,,,
Capturing Carbon,Capturando carbono,,,,,
Making Friends,Haciendo amigos,,,,,
Tutorial,Tutorial,,,,,
Rotten Harvest,Cosecha podrida,,,,,
Escape Velocity,Velocidad de escape,,,,,
Natural Disasters,Desastres naturales,,,,,
Poisoned Land,Tierra envenenada,,,,,
A Rising Tide,Una marea creciente,,,,,
The End,El fin,,,,,
Crucible Earth,Crisol terrenal,,,,,
Making Enemies,Haciendo enemigos,,,,,
The Wretched,Los miserables,,,,,
Desperate Times,Tiempos desesperados,,,,,
Feature Descriptions,0,,0,0,,Y
solar processes,procesos solares,,,,,
intermittent processes,procesos intermitentes,,,,,
processes that may meltdown,procesos que pueden producir una fusión de núcleo.,,,,,
processes that produce nuclear waste,procesos que producen residuos nucleares,,,,,
especially labor-intensive processes,procesos especialmente intensivos en mano de obra,,,,,
combustion processes,procesos de combustión,,,,,
fossil fuel processes,procesos de combustibles fósiles,,,,,
oil processes,procesos petroleros,,,,,
carbon capture processes,procesos de captura de carbono,,,,,
processes that use livestock,procesos que utilizan ganado,,,,,
processes that use pesticides,procesos que utilizan pesticidas,,,,,
processes that use synthetic fertilizers,procesos que utilizan fertilizantes sintéticos,,,,,
This process relies on the sun.,Este proceso depende del sol.,,,,,
This process is intermittent.,Este proceso es intermitente.,,,,,
This process can meltdown.,Este proceso puede producir una fusión de núcleo,,,,,
This process produces nuclear waste.,Este proceso produce residuos nucleares.,,,,,
This process is especially labor-intensive.,Este proceso es especialmente laborioso.,,,,,
This process involves combustion.,Este proceso implica la combustión.,,,,,
This process uses fossil fuels.,Este proceso utiliza combustibles fósiles.,,,,,
This process captures and stores carbon.,Este proceso captura y almacena carbono.,,,,,
This process uses livestock.,Este proceso utiliza ganado.,,,,,
This process use pesticides.,Este proceso utiliza pesticidas.,,,,,
This process uses synthetic fertilizers.,Este proceso utiliza fertilizantes sintéticos.,,,,,
This process uses soil.,Este proceso utiliza tierra.,,,,,
UI,0,,1,0,,Y
fuel,combustible,,,,,
electricity,electricidad,,,,,
plant-based food,comida vegetal,,,,,
animal-based food,comida animal,,,,,
land,tierra,,,,,
crops,cultivos,,,,,
livestock,ganado,,,,,
Ally,Aliado,,,,,
Friendly,Amistoso,,,,,
Nemesis,Némesis,,,,,
Neutral,Neutral,,,,,
Temperature Change,Cambio de temperatura,,,,,
Production Shortages,Escasez de producción,,,,,
Post-Revolution Optimism,Optimismo posrevolucionario,,,,,
Nature Preserves,Reservas naturales,,,,,
Sea Level Rise,Incremento del nivel del mar,,,,,
Very Low,Muy bajo,,,,,
Low,Bajo,,,,,
Moderate,Moderado,,,,,
High,Alto,,,,,
Very High,Muy alto,,,,,
Seceded,Secesionado,,,,,
Only direct impacts are shown.,Solo se muestran los impactos directos.,,,,,
Total,Total,,,,,
makes,produce,,,,,
causes,causa,,,,,
uses,usa,,,,,
Sector,Sector,,,,,
This industry is not yet significant.,Esta industria no es significante aún.,,,,,
Image:,Imagen,,,,,
Parliament,Parlamento,,,,,
Likes,Le gusta,,,,,
Dislikes,No le gusta,,,,,
Level,Nivel,,,,,
Next Level,Siguiente Nivel,,,,,
Prev Level,Nivel Previo,,,,,
Completed,Completado,,,,,
"Because of opposition, this requires a majority in parliament.","A causa de la oposición, esto requiere mayoría parlamentaria.",,,,,
Upgrading in one planning cycle.,Mejorandolo en un ciclo de planificación.,,,,,
Researching,Investigando,,,,,
Building,Construyendo,,,,,
Political Effects,Efectos políticos,,,,,
Yea,Sep,,,,,
Nay,Nope,,,,,
1 planning cycle left,1 ciclo de planificación restante,,,,,
{years} yrs left,{years} años restantes,,,,,
{cost} yrs,{cost} años,,,,,
cm/yr,cm/año,,,,,
Project Completed,Proyecto Completado,,,,,
Policy Outcome,Política Completada,,,,,
Region Developed,Región Desarrollada,,,,,
This region previous income level.,"
El nivel de ingresos previo de esta región.",,,,,
This region new income level.,El nuevo nivel de ingresos de esta región.,,,,,
This region previous demand for {output}.,"
La demanda previa de esta región para {output}.",,,,,
This region new demand for {output}.,"
La demanda nueva de esta región para {output}.",,,,,
Region Contracted,Región Contraída,,,,,
Emissions,Emisiones,,,,,
Land Use,Uso de tierra,,,,,
Energy Use,Uso de energía,,,,,
Water Stress,Estrés hídrico,,,,,
Sea Level Rise,Aumento del nivel del mar,,,,,
Extinction Rate,Tasa de extinción,,,,,
Population,Población,,,,,
Avg. Living Standards,Med. de estándares de vida,,,,,
Avg. Habitability,Med. de habitabilidad,,,,,
Parliament Suspended,Parlamento Suspendido,,,,,
Your coalition has {coalitionSeats}/{totalSeats} seats.,Tu coalición tiene {coalitionSeats}/{totalSeats} sillas.,,,,,
Add,Añadir,,,,,
View All,Ver Todo,,,,,
Change Production,Cambiar la producción,,,,,
Ready,Listo,,,,,
Back,Atrás,,,,,
Plan,Plan,,,,,
Govt,Gob.,,,,,
Stats,Estadísticas,,,,,
World,Planeta,,,,,
increase ${k} by ${change}%,incremento ${k} del ${change}%,,,,,
decrease ${k} by ${change}%,reducción ${k} del ${change}%,,,,,
They won't have much effect.,No tendrán mucho efecto.,,,,,
This output's production will,La producción va a,,,,,
Research,Investigación,,,,,
Infrastructure,Infraestructura,,,,,
Policies,Políticas,,,,,
Development Progress,Progreso del Desarrollo,,,,,
Max Level,Nivel Máximo,,,,,
Recent Disasters,Desastres Recientes,,,,,
Skip,Saltar,,,,,
Try Again?,Intentar otra vez?,,,,,
Continue,Continuar,,,,,
The world can still be salvaged...,El planeta aún puede ser salvado...,,,,,
This is not the end...,Esto no es el final...,,,,,
Well Played!,Bien jugado!,,,,,
You have {yearsLeft} years left in your tenure.,Te quedan {yearsLeft} años restantes en tu cargo.,,,,,
The {n}{ext} Planning Session,La {n}{ext} Sesión de Planificación,,,,,
1st,1.er,,,,,
2nd,2.o,,,,,
3rd,3.o,,,,,
4th,4.o,,,,,
5th,5.o,,,,,
6th,6.o,,,,,
7th,7.o,,,,,
8th,8.o,,,,,
9th,9.o,,,,,
10th,10.o,,,,,
11th,11.o,,,,,
12th,12.o,,,,,
13th,13.o,,,,,
14th,14.o,,,,,
Parliament is conspiring against you,El parlamento esta conspirando contra ti,,,,,
Parliament is ready to work with you,El parlamento esta listo para trabajar contigo,,,,,
Parliament trusts you completely,El parlamento confía totalmente en ti,,,,,
The world is still warming,El mundo está aún calentándose,,,,,
The world is recovering,El mundo está recuperándose,,,,,
The world is becoming unbearable,El mundo está volviéndose insuportable,,,,,
The world is becoming hostile to life,El mundo está volviéndose hostil para la vida,,,,,
Biodiversity is flourishing,La biodiversidad está floreciendo,,,,,
Biodiversity is recovering,La biodiversidad está recuperándose,,,,,
Biodiversity is stabilizing,La biodiversidad está estabilizándose,,,,,
Biodiversity is struggling,La biodiversidad está afectada,,,,,
Biodiversity is suffering,La biodiversidad está sufriendo,,,,,
Biodiversity is plummeting,La biodiversidad cayendo en picado,,,,,
People are furious,La gente está furiosa,,,,,
People are upset,La gente está triste,,,,,
People are unhappy,La gente está infeliz,,,,,
People are content,La gente está contenta,,,,,
People are happy,La gente está feliz,,,,,
People are ecstatic,La gente está extasiada,,,,,
Report,Informe,,,,,
Changes,Cambios,,,,,
Temperature,Temperatura,,,,,
Contentedness,Felicidad,,,,,
Extinction Rate,Tasa de extinción,,,,,
Post-Revolution Optimism,Optimismo posrevolucionario,,,,,
Completed Projects,Proyectos completados,,,,,
This project was completed.,Este proyecto fue completado.,,,,,
Completed Requests,Peticiones completadas,,,,,
Total Change,Cambio total,,,,,
Events,Eventos,,,,,
Regions,Regiones,,,,,
Tap for more details.,Pulsa para más detalles.,,,,,
{region} is now {income} income.,{region} es ahora de ingresos {income}.,,Y,,,
Disasters,Desastres,,,,,
Reduce the habitability of regions.,Reduce la habitabilidad de las regiones.,,,,,
Next,Siguiente,,,,,
This event occurred during this planning cycle.,Este evento ocurrió durante este ciclo de planeamiento,,,,,
Based on the book,Basado en el libro,,,,,
Thank you for playing!,Gracias por jugar!,,,,,
Concept,Concepto,,,,,
Design,Diseño,,,,,
Development,Desarrollo,,,,,
Research and Writing,Investigación y escritura,,,,,
Music,Música,,,,,
Playtesting,Testeo,,,,,
Translation,Traducción,,,,,
Loading,Cargando,,,,,
Loading saved data,Cargando datos guardados,,,,,
Booting Up,Iniciando,,,,,
Political Capital,Capital político,,,,,
CO2 Emissions/Yr,Emisiones de CO2/Año,,,,,
Temp. Anomaly,Anomalía de temp.,,,,,
Tips,Pistas,,,,,
Restart Game,Reiniciar juego,,,,,
Credits,Créditos,,,,,
A Planetary Crisis Planning Game,Un juego de planificiación de crisis planetaria,,,,,
New Game,Juego nuevo,,,,,
Sound,Sonido,,,,,
Read the book,Lee el libro,,,,,
On,On,,,,,
Off,Off,,,,,
Are you sure you want to start over?,¿Estás segure de que quieres comenzar de nuevo?,,,,,
Undo,Deshacer,,,,,
Withdraw,Retirar,,,,,
Downgrade,Degradar,,,,,
Remove points,Quitar puntos,,,,,
Water,Agua,,,,,
Energy,Energía,,,,,
Emissions,Emisiones,,,,,
Biodiversity,Biodiversidad,,,,,
water,agua,,,,,
energy,energía,,,,,
emissions,emisiones,,,,,
biodiversity,biodiversidad,,,,,
{disaster} in {region},{disaster} en {region},,,,,
Menu,Menú,,,,,
Now,Ahora,,,,,
Under current plan,Bajo el plan actual,,,,,
Tips,0,,72,0,,Y
This industry's demand for {output}. This makes up {percent} of total demand for {output}.,La demanda de {output} de esta industria. Esto constituye el {percent} de la demanda total de {output}.,,Y,,,
This industry's non-energy CO2eq emissions.,Emisiones de CO2eq no energético de esta industria.,,Y,,,
Your relationship with {name}. Increase it by implementing projects they like. At 5 hearts or more they will join your coalition.,Tu relación con {nombre}. Incrementarlo implementando proyectos que les gusten. Con 5 corazones o más se unirán a tu coalición.,,Y,,,
Improve your relationship with {name} to activate this ability.,Mejora tu relación con {name} para activar esta habilidad.,,Y,,,
Because of resource availability this process can only make up to {maxPercent}% of production.{suggestion} ,"Debido a la disponibilidad de recursos, este proceso solo puede representar hasta el {maxPercent}% de la producción.{suggestion}",,Y,,,
This process can't produce this much because of feedstock or other limits. You should reallocate its points to other processes.,Este proceso no puede producir tanto debido a la materia prima u otros límites. Debe reasignar sus puntos a otros procesos.,,Y,,,
You should reallocate its points to other processes.,Debe reasignar sus puntos a otros procesos.,,Y,,,
"{name} is opposed to this. If you ban it, your relationship will improve by +<img src='{icon}' />.","{name} se opone a esto. Si lo baneas, tu relación mejorará en +<img src='{icon}' />.",,Y,,,
"{name} is opposed to this. If you implement it, your relationship will worsen by -<img src='{icon}' />.","{name} se opone a esto. Si lo implementa, su relación empeorará en -<img src='{icon}' />.",,Y,,,
"{name} supports this. If you implement it, your relationship will improve by +<img src='{icon}' />.","{name} apoya esto. Si lo implementa, su relación mejorará en +<img src='{icon}' />.",,Y,,,
Because of resource availability this process can only make up to {maxPercent}% of production.,"Debido a la disponibilidad de recursos, este proceso solo puede representar hasta el {maxPercent}% de la producción.",,Y,,,
There is currently no limit on this process' mix share.,Actualmente no hay límite en la cuota de mezcla de este proceso.,,Y,,,
This process currently produces {amount}<img src='{outputIcon}'> and {emissions}<img src='{emissionsIcon}'> per year.,Este proceso produce actualmente {amount}<img src='{outputIcon}'> y {emissions}<img src='{emissionsIcon}'> al año.,,Y,,,
This process currently makes up {mixPercent}% of {output} production.,Este proceso representa actualmente el {mixPercent}% de la producción de {output}.,,Y,,,
"This feedstock is depleted, so this process is stopped. You should reallocate its points to other processes.","Esta materia prima se agota, por lo que este proceso se detiene. Debe reasignar sus puntos a otros procesos.",,Y,,,
At current usage rates the estimated supply is expected to last {years} years.,"A las tasas de uso actuales, se espera que el suministro estimado dure {years} años.",,Y,,,
At current usage rates the estimated supply is expected to last indefinitely.,"A las tasas de uso actuales, se espera que el suministro estimado dure indefinidamente.",,Y,,,
Land: They're not making anymore of it. You're using {percent}% of land.,Tierra: No están haciendo más de eso. Estás usando el {percent}% de la tierra.,,Y,,,
Emissions: A shroud around the earth. You're emitting {amount} gigatonnes per year.,Emisiones: Una mortaja alrededor de la tierra. Estás emitiendo {amount} gigatoneladas por año.,,Y,,,
Water: The giver of life. You're using {percent}% of water resources.,Agua: El dador de la vida. Estás utilizando el {percent}% de los recursos hídricos.,,Y,,,
Energy: The fundamental mover. You're using {amount}TWh of energy.,Energía: El motor fundamental. Estás usando {amount}TWh de energía.,,Y,,,
Biodiversity: The co-inhabitants of the planet. The current biodiversity threat index is {amount}.,Biodiversidad: Los cohabitantes del planeta. El índice actual de amenazas a la biodiversidad es {amount}.,,Y,,,
{points} {kind} points are allocated to this project,{points} puntos de {kind} se asignan a este proyecto,,Y,,,
This policy costs {remainingCost} political capital to implement.,Implementar esta política cuesta {remainingCost} de capital político.,,Y,,,
This will take about {remainingCost} to finish. Allocate more {kind} points to accelerate its progress.,Esto tomará alrededor de {remainingCost} para terminar. Asignar más puntos de {kind} acelerar su progreso.,,Y,,,
This region's current temperature range.,Rango de temperatura actual de esta región.,,Y,,,
This region's current precipitation range.,Rango de precipitación actual de esta región.,,Y,,,
This region has {incomeName} living standards. Higher living standards mean higher material footprints.,Esta región tiene un nivel de vida de {incomeName}. Los estándares de vida más altos significan huellas materiales más altas.,,Y,,,
This region's habitability.,La habitabilidad de esta región.,,Y,,,
This region's contentedness.,La satisfacción de esta región.,,Y,,,
This region's per-capita demand level for {output}. The total regions's demand is {demand}<img src='{icon}' />. This makes up {percent} of total demand for {output}.,El nivel de demanda per cápita de {output} de esta región. La demanda total de las regiones es {demand}<img src='{icon}' />. Esto constituye el {percent} de la demanda total de {output}.,,Y,,,
The factors behind this event.↓,Los factores detrás de este evento.↓,,Y,,,
"Current annual emissions, in gigatonnes of CO2 equivalent.","Emisiones anuales actuales, en gigatoneladas de CO2 equivalente.",,Y,,,
The estimated value after production changes have finished.,El valor estimado una vez finalizados los cambios de producción.,,Y,,,
Current land use.,Uso actual del suelo.,,Y,,,
Current energy use.,Uso de energía actual.,,Y,,,
Current water demand.,Demanda actual de agua.,,Y,,,
Average sea levels have risen by {rise}m and are rising at a rate of {rate}mm per year.,El nivel medio del mar ha subido {rise}m y está aumentando a un ritmo de {rate}mm por año.,,Y,,,
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse.","La presión actual sobre la biodiversidad. El alto uso de la tierra y otros factores aumentan esto y, con él, el riesgo de colapso ecológico.",,Y,,,
How many seats your coalition has. Draw parties to your coalition by implementing projects they support.,Cuántos escaños tiene su coalición. Atraiga a los partidos a su coalición implementando los proyectos que apoyan.,,Y,,,
Add some cards to get started,Añade algunas tarjetas para empezar,,Y,,,
There is not enough {resources}. You should change your production mixes to use less of these or reduce demand elsewhere.,No hay suficientes {recursos}. Debe cambiar sus mezclas de producción para usar menos de estos o reducir la demanda en otros lugares.,,Y,,,
There are multiple production shortages:,Hay múltiples carencias de producción:,,Y,,,
There is a mild production shortage,Hay una leve escasez de producción,,Y,,,
There is a alarming production shortage,Hay una escasez de producción alarmante,,Y,,,
There is a severe production shortage,Hay una grave escasez de producción,,Y,,,
There is a critical production shortage,Hay una escasez crítica de producción,,Y,,,
Under current plan,Bajo el plan actual,,Y,,,
Drag a card up to assign leftover production,Arrastre una tarjeta hacia arriba para asignar la producción sobrante,,Y,,,
One production point represents 5% of an entire production sector's productive capacity.,Un punto de producción representa el 5% de la capacidad productiva de todo un sector productivo.,,Y,,,
These changes will take {changesTime} planning cycle{ext} to take effect.,Estos cambios tardarán {changesTime} ciclo{ext} de planificación en surtir efecto.,,Y,,,
Global demand for {output}.,Demanda mundial de {output}.,,Y,,,
"Current annual emissions, in gigatonnes of CO2 equivalent.","Emisiones anuales actuales, en gigatoneladas de CO2 equivalente.",,Y,,,
↑ Swipe this card up and hold to add it to your plan ↑,↑ Deslice esta tarjeta hacia arriba y manténgala presionada para agregarla a su plan ↑,,Y,,,
⟵ Swipe sideways to see other projects ⟶ ,⟵ Desliza hacia los lados para ver otros proyectos ⟶,,Y,,,
This region's progress to the next income level.,El progreso de esta región al siguiente nivel de ingresos.,,Y,,,
This region's habitability. Natural disasters and hotter temperatures lower habitability.,La habitabilidad de esta región. Los desastres naturales y las temperaturas más altas reducen la habitabilidad.,,Y,,,
This region's contentedness.,La satisfacción de esta región.,,Y,,,
This region has {incomeName} living standards. Higher living standards mean higher material footprints.,Esta región tiene un nivel de vida de {incomeName}. Los estándares de vida más altos significan huellas materiales más altas.,,Y,,,
This region's per-capita demand level for {output}. The total regions's demand is {demand}. This makes up {demandPercent} of total demand for {output}.,El nivel de demanda per cápita de {output} de esta región. La demanda total de las regiones es {demand}. Esto constituye {demandPercent} de la demanda total de {output}.,,Y,,,
"The current global temperature anomaly. <strong>Increased warming</strong> will damage your political capital. <b class=""tip-goal"">Your goal is to get this below 1°C.</b>","La anomalía actual de la temperatura global. <strong>El aumento del calentamiento</strong> dañará su capital político. <b class=""tip-goal"">Su objetivo es que la temperatura sea inferior a 1 °C.</b>",,Y,,,
"The current biodiversity pressure. <strong>Increased biodiversity pressure</strong> will cost you political capital. <b class=""tip-goal"">Your goal is to get this to below 20.</b>","La presión actual sobre la biodiversidad. <strong>El aumento de la presión sobre la biodiversidad</strong> le costará capital político. <b class=""tip-goal"">Tu objetivo es llegar a menos de 20.</b>",,Y,,,
"How people around the world feel about the state of things. <strong>Increasing or maintaining contentedness</strong> will gain you political capital. <b class=""tip-warn"">If this goes below 0 you will be removed from power.</b>","Cómo se siente la gente de todo el mundo sobre el estado de las cosas. <strong>Aumentar o mantener la satisfacción</strong> le hará ganar capital político. <b class=""tip-warn"">Si esto desciende por debajo de 0, se le quitará el poder.</b>",,Y,,,
"Current annual emissions, in gigatonnes of CO2 equivalent. <strong>Reducing emissions</strong> will gain you political capital. <b class=""tip-goal"">Your goal is to get this to below 0.</b>","Emisiones anuales actuales, en gigatoneladas de CO2 equivalente. <strong>Reducir las emisiones</strong> le hará ganar capital político. <b class=""tip-goal"">Tu objetivo es llegar a menos de 0.</b>",,Y,,,
"How much political capital you have. Political capital is what you spend to implement your plans. <b class=""tip-warn"">If you run out you'll be pushed out of government.</b>","Cuánto capital político tienes. El capital político es lo que gastas para implementar tus planes. <b class=""tip-warn"">Si se te acaba, serás expulsado del gobierno.</b>",,Y,,,
"The current global temperature anomaly is +{anomaly}°C. The higher this is, the more unpredictable the climate becomes. <b class=""tip-goal"">Your goal is to get this below 1°C.</b>","La anomalía de temperatura global actual es de +{anomaly}°C. Cuanto más alto es, más impredecible se vuelve el clima. <b class=""tip-goal"">Su objetivo es que la temperatura sea inferior a 1 °C.</b>",,Y,,,
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse. <b class=""tip-goal"">Your goal is to get this to below 20.</b>","La presión actual sobre la biodiversidad. El alto uso de la tierra y otros factores aumentan esto y, con él, el riesgo de colapso ecológico. <b class=""tip-goal"">Tu objetivo es llegar a menos de 20.</b>",,Y,,,
"How people around the world feel about the state of things. This is a combination of regional contentedness, crises, and policy decisions. <b class=""tip-warn"">If this goes below 0 you will be removed from power.</b>","Cómo se siente la gente de todo el mundo sobre el estado de las cosas. Esta es una combinación de satisfacción regional, crisis y decisiones políticas. <b class=""tip-warn"">Si esto desciende por debajo de 0, se le quitará el poder.</b>",,Y,,,
"Current annual emissions are {emissions} gigatonnes. <b class=""tip-goal"">Your goal is to get this to below 0.</b>","Las emisiones anuales actuales son {emissions} gigatoneladas. <b class=""tip-goal"">Tu objetivo es llegar a menos de 0.</b>",,Y,,,
The following processes can't produce as much as they need to: {processesOverLimit},Los siguientes procesos no pueden producir tanto como necesitan: {processesOverLimit},,Y,,,
The predicted effect of your current plan is shown here.,El efecto previsto de su plan actual se muestra aquí.,,Y,,,
This process uses {feedstockName}. {feedstockEstimateDesc},Este proceso usa {feedstockName}. {feedstockEstimateDesc},,Y,,,
"This region's income level has increased to <strong>{income}</strong>. Demand for <img :src='icons.electricity'>electricity, <img :src='icons.fuel'>fuel, <img :src='icons.plant_calories'>plant and <img :src='icons.animal_calories'>animal-based food has been updated.","Los ingresos de esta región han aumentado a <strong>{income}</strong>. La demanda por la <img :src='icons.electricity'>electricidad, <img :src='icons.fuel'>combustible, <img :src='icons.plant_calories'> comida basada en plantas y <img :src='icons.animal_calories'> animales ha sido actualizada.",,,,,
"This region's income level has contracted to <strong>{income}</strong>. Demand for <img :src='icons.electricity'>electricity, <img :src='icons.fuel'>fuel, <img :src='icons.plant_calories'>plant and <img :src='icons.animal_calories'>animal-based food has been updated.","El nivel de ingresos de esta región se ha reducido a <strong>{{display.enumDisplay(obj.income, true)}}</strong>. Se actualizó la demanda de <img :src='icons.electricity'>electricidad, <img :src='icons.fuel'>combustible, <img :src='icons.plant_calories'>alimentos de origen vegetal y <img :src='icons.animal_calories'>animal.",,,,,
Event Factors,0,,0,0,,Y
This event is influenced by the global temperature anomaly.,Este evento está influenciado por la temperatura global anómala.,,,,,
This event is influenced by how happy people are.,Este evento está influenciado por el nivel de felicidad de las personas.,,,,,
This event is influenced by biodiversity pressures.,Este evento está influenciado por las presiones hacia la biodiversidad.,,,,,
This event is influenced by the amount of sea level rise.,Este evento está influenciado por la cantidad de la subida del nivel del mar.,,,,,
This event is influenced by the habitability of regions.,Este evento está influenciado por la habitabilidad de las regiones.,,,,,
This event is influenced by how much production involves carbon capture and storage.,Este evento está influenciado por la cantidad de producción que implica la captura y el almacenamiento de carbono.,,,,,
This event is influenced by how much energy production can meltdown.,Este evento está influenciado por la cantidad de energía que se produce con peligro de fusión de nucleo.,,,,,
This event is influenced by how much energy production produces nuclear waste.,Este evento está influenciado por la cantidad de producción de energía que produce desechos nucleares.,,,,,
This event is influenced by how production is especially labor-intensive.,Este evento está influenciado por cómo de intensiva en mano de obra es la producción.,,,,,
This event is influenced by how much energy production uses fossil fuels.,Este evento está influenciado por la cantidad de producción de energía que utiliza combustibles fósiles.,,,,,
This event is influenced by how much food production uses pesticides.,Este evento está influenciado por la cantidad de plaguicidas que se utilizan en la producción de alimentos.,,,,,
This event is influenced by how much food production uses livestock.,Este evento está influenciado por la cantidad de producción de alimentos que utiliza el ganado.,,,,,
This event is influenced by how much energy production is intermittent.,Este evento está influenciado por la cantidad de producción de energía que es intermitente.,,,,,
This event is influenced by the demand for animal calories.,Este evento está influenciado por la demanda de calorías animales.,,,,,
This event is influenced by the demand for plant calories.,Este evento está influenciado por la demanda de calorías vegetales.,,,,,
