English,Translation
"The mortality rate is 2%, which can still kill millions but we predict that a new zoonosis could much deadlier.","Ölüm oranı %2, bu da milyonlarca insanı öldürebilir demek, ancak yeni bir zoonozun çok daha ölümcül olabileceğini tahmin ediyoruz."
"This one was bad, but","Bu kötüydü, ama"
A New Prometheus,Yeni Prometheus
A New Life,Yeni Bir Hayat
"As Trotsky once said: 'Man will occupy himself with re-registering mountains and rivers, and will earnestly and repeatedly make improvements in nature.'","Troçki'nin de dediği gibi: ""İnsan, dağları ve nehirleri yeniden düzenlemekle uğraşacak ve ısrarla, defalarca doğada iyileştirmeler gerçekleştirecek."""
Nemesis - The Malthusian,Düşman - Malthusçu
Making Enemies,Düşmanlar Edinmek
"You are so, so misguided.","Çok, çok yanlış yönlendirilmişsiniz."
I'm not going to let you ruin everything.,Her şeyi mahvetmene izin vermeyeceğim.
"Sure, we'll be equal, but only in common misery.","Elbette, eşit olacağız, ama sadece ortak sefalet içinde."
You really think we can all live on this Earth without torpedoing living standards?,Gerçekten hepimizin bu Dünya'da yaşam standartlarını mahvetmeden yaşayabileceğimizi mi düşünüyorsunuz?
The Malthusian is now a [nemesis] nemesis.,Malthusçu artık bir [nemesis] düşmandır.
The natural world just cannot support this many people.,Doğal dünya bu kadar insanı destekleyemez.
River Restoration,Nehir Restorasyon
A New Life,Yeni Bir Hayat
"By removing so many dams, rivers around the world have come back to life.","Bu kadar çok barajın kaldırılmasıyla, dünyanın dört bir yanındaki nehirler hayata döndü."
"Cases of schistomiasis, caused by parasitic worms, have also fallen dramatically!",Parazitik solucanların neden olduğu şistozomiyaz vakaları da dramatik bir şekilde düştü!
"Rewilding and river restoration has not only decreased methane emissions and regulated streamflows, but also decreased wildfire severity. Thank a beaver.","Yeniden yabanileştirme ve nehir restorasyonu yalnızca metan emisyonlarını azaltmakla ve akarsu akışlarını düzenlemekle kalmadı, aynı zamanda orman yangını şiddetini de azalttı. Kunduzlara teşekkür borçlusun."
The Wretched Attack,Lanetliler Saldırıya Geçti
Permafrost Melting,Permafrost Eriyor
Ancient Disease,Antik Hastalık
The rapid rate of permafrost melting is releasing new methane and carbon dioxide into the atmosphere.,"Permafrost erimesinin yüksek hızı, atmosfere yeni metan ve karbondioksit salıyor."
It's one more source of emissions that we'll need to worry about.,Endişelenmemiz gereken bir emisyon kaynağı daha.
Unrest - Riots,Karışıklık - İsyanlar
How's My Planning?,Planlamam Nasıl?
Protests against your plans have escalated into riots in some places.,Planlarınıza karşı protestolar bazı yerlerde isyanlara dönüştü.
See if you can turn things around...I don't like where this is going.,Bu durumu tersine çevirip çeviremeyeceğine bir bak… Gidişat hiç hoşuma gitmiyor
Research Intro,Araştırma Giriş
Tutorial,Rehber
We'll need help from various technologies and techniques to survive and flourish over the next century.,Önümüzdeki yüzyılda hayatta kalmak ve gelişmek için çeşitli teknolojilerin ve tekniklerin yardımına ihtiyacımız olacak.
Plan items are represented as these cards here.,Plan eşyaları burada kartlar olarak temsil ediliyor.
"Drag a card up into the scanner to add it to your plan, and hold it there to commit more [research] research points.",Kartı planınna katmak için yukarı doğru sürükleyerek tara ve daha fazla [research] araştırma puanı atamak için orada tut.
"If you change your mind, drag the card down to reset its points.","Fikrinizi değiştirirseniz, puanlarını sıfırlamak için kartı aşağı sürükleyin."
Here you can turn [political_capital] political capital into [research] research points and use that to set research priorities.,Burada [political_capital) politik sermayenizi [research] araştırma puanına çevirmek ve bunu kullanarak araştırma önceliklerinizi belirlemek için kullanabilirsiniz
"Not only new ones, but also the re-introduction and refinement of older ones too.","Sadece yenileri değil, daha eskilerinin yeniden tanıtımı ve yenilerin rafinesi de ."
Thwaites Glacier Collapses,Thwaites Buzulu Çöktü
A Rising Tide,Yükselen Dalga
This is extremely dangerous as now the entire West Antarctic Ice Sheet is at risk.,"Bu, şu anda tüm Batı Antarktika Buz Tabakası risk altında olduğu için son derece tehlikeli."
Back to the Land,Toprağa Geri Dönüş
A New Life,Yeni Bir Hayat
I packed up and left the city some time ago when the reruralization program started.,"Bir süre önce, yeniden kırlaşma başladığında tası tarağı topladım ve şehri terk ettim."
"I love it. Hikes through the forests, volunteering on local farms, having time to swim and read...","Bayıldım. Ormanlarda yürüyüş yapmak, yerel çiftliklerde gönüllü olmak, yüzmek ve okumak için zamana sahip olmak..."
I know many others share my experience.,Başkalarının da deneyimlerimi paylaştığını biliyorum.
"With the new train network, it's not too difficult for me to visit the city when I'm craving it.",Yeni tren ağı sayesinde canım istediğinde şehri ziyaret etmek benim için çok zor değil.
"I'd never seen myself living out in the country, but I was in a tough time and thought a fresh start might do me good.",Kendimi hiç kırda yaşayabilecek biri olarak görmedim ama zor bir zamandan geçiyordum ve yeni bir başlangıç bana iyi gelir diye düşündüm.
Ozone Depletion,Ozon Azalması
Under a White Sky,Beyaz Bir Göğün Altında
We're seeing signs of ozone depletion at a worrying rate.,Ozon tabakasının endişe verici oranlarla inceldiğine dair işaretler görüyoruz.
I suspect this may have to do with solar radiation management...,Bunun Güneş Radyasyonu İdaresi ile alakalı olduğundan şüoheleniyorum
Ally - The Malthusian,Müttefik - Malthusçu
Making Friends,Arkadaşlar edinme
You get it! I can see it!,Anladın! Görebiliyorum!
"There are too many! A lot of people are scared of that reality, but I can see that you aren't.",Çok fazlalar! Birçok insan bu gerçeklikten korkuyor ama ben senin öyle olmadığını görüyorum.
The Malthusian is now an [ally] ally. Population projects are substantially cheaper.,Malthusçü artık bir [ally] müttefik. Nüfus projeleri artık önemli ölçüde daha ucuz.
My party will join your coalition.,Partim koalisyonunuza katılacak.
We need more planners like you to do what needs to be done.,Yapılması gerekenleri yapmak için sizin gibi daha fazla planlamacıya ihtiyacımız var.
"We can chase all the new technologies we want, or try to live in peace with nature...",İstediğimiz tüm yeni teknolojilerin peşinden koşabiliriz ya da doğa ile barış içerisinde yaşayabiliriz...
"but nothing changes the fact that it all comes down to people, people, people!","Ama hiçbir şey şu gerçeği değiştirmiyor ki her şey halktan geçiyor, halktan, halktan!"
Dancing Plague,Dans Hastalığı
"A Sick, Sick World","Hasta, Çok Hasta Dünya"
"This happened once before in Europe during the 14th century, no one knows for sure why it started.","Bu daha önce Avrupa'da 14. YY'da yaşandı, kimse neden başladığından emin değil."
Perhaps the compulsive dancing allows some relief from stress and grinding poverty.,"Belki de kompulsif dans etmek, stresten ve yoksulluktan birazcık rahatlama sağlıyordur."
"Maybe it's a dance craze, but my professional opinion is that people are too anxious. We've got to do something to make people's lives easier",Belki de sadece bir dans çılgınlığıdır ama benim profesyonel görüşüme göre halk çok stresli. İnsanların hayatını kolaylaştırmak için bir şeyler yapmalıyız.
Nemesis - The Posadist,Düşman - Posadçı
Making Enemies,Düşmanlar Edinmek
I feel like you're missing the bigger picture.,Büyük resmi kaçırıyormuşsun gibi hissediyorum.
"You've kind of got tunnel vision with this whole earth stuff, don't you think?","Tüm bu dünya meselesine at gözlüğüyle bakıyorsun, sence de öyle değil mi?"
The only way we can truly achieve communism is through first contact.,Komünizme gerçekten ulaşabilmemizin tek yolu ilk temastır.
We need to reach out to other lifeforms and see what they can teach us.,Diğer yaşam formlarına ulaşmalı ve bize neler öğretebileceklerini görmeliyiz.
The Posadist is now a [nemesis] nemesis.,Posadist artık bir [nemesis] düşman.
Novel Disease,Yeni Hastalık
"A Sick, Sick World","Hasta, Çok Hasta Dünya"
"Well, it happened again. This new disease also appears zoonotic in origin.","İşte, yine oldu. Yeni hastalık zootonik kökenli."
High land use or livestock production increase the risk of this problem...,Yüksek arazi kullanımı ya da hayvan üretimi bu problemin yaşanma riskini artırıyor…
...maybe you can take a look at those?,Belki bunlara bir bakabilirsin?
There are too many people in this world anyway.,Zaten bu dünyada çok fazla insan var.
Flooding - Intro,Sel - Giriş
Natural Disasters,Doğal Afetler
"Once-in-a-decade heavy rains have now become commonplace, leading to overflowing rivers capable of destroying hundreds of homes.",On yılda bir yaşanan şiddetli yağmurlar artık sıradan hale geldiler ve yüzlerce evi yok edebilecek nehir taşkınlarına yol açıyorlar.
"If you can do anything to lower the temperature, we should see fewer of these events.",Sıcaklığı azaltacak herhangi bir şey yapabilirsen bu olaylara daha az sık rastlıyor olacağız.
Declining Agricultural Yields,Tarım Verimliliği Düşüyor
Rotten Harvest,Çürümüş Hasat
Some crops are doing well with the heat and extra CO2 in the air...,Bazı ekinler fazladan sıcaklık ve CO2 sayesinde daha iyi gidiyor...
..but overall yields are down and they'll just get worse the warmer it gets!,…Ama genel hasat verimi düşüyor ve sıcaklık arttıkça kötüleşmeye devam edecek!
...but they also make things worse in the long-run.,... Ama aynı zamanda uzun vadede işleri daha da kötüleştiriyorlar.
Industrialized agriculture and vertical farming are the most resilient against these temperatures...,Sanayileşmiş tarım ve dikey tarım bu sıcaklıklara karşı en dayanıklı olanları...
You need to cool things off--fast--or we'll be seeing a lot of hungry people.,İşleri --hızlıca-- soğutman lazım yoksa fazlaca aç insan görüyor olacağız.
Ally - The Environmentalist,Müttefik - Çevreci
Making Friends,Arkadaşlar edinme
You seem like someone who loves nature.,Doğayı seven birine benziyorsun.
It's all about ~harmony~.,Her şey ~uyum~ ile ilgili.
"Anyway, my party is joining your coalition, since I think we feel the same way.","Her neyse, aynı şeyleri hissettiğimizi düşündüğüm için partim koalisyonuna katılacak."
You also seem like someone who still recognizes that we're not trying to drive ourselves to extinction just to save it.,Ayrıca onu kurtartmak için kendi soyumuzu tüketmeye çalışmadığımızın farkında olan birisine benziyorsun.
The Environmentalist is now an [ally] ally. Restoration projects are substantially cheaper.,Çevreci artık bir [ally] müttefik. Restorasyon projeleri artık önemli ölçüde daha ucuz
We gotta find a way to live ~harmoniously~ with nature.,Doğa ile ~uyumlu ~ şekilde yaşamanın bir yolunu bulmalıyız.
Production Shortage,Üretim Kıtlığı
Uh oh--it looks like there are some production shortages.,Eyvah! Görünüşe göre bazı üretim kıtlıkları var.
You may need to change your production mixes to compensate for resource limitations.,Kaynak sınırlamalarını telafi etmek için üretim yöntemlerinizi değiştirmeniz gerekebilir.
You can tap the pulsing [alert] alert icon for more information.,Daha fazla bilgi için yanıp sönen [alert] uyarı simgesine dokunabilirsiniz.
Australian 'Dinosaur Trees' Destroyed in Wildfire,Avustralyalı 'Dinozor Ağaçları' Orman Yangınında Yok Oldu
Wildfires,Orman Yangınları
"The Wollemi pines have existed for 200 millions years, but the last natural forest was recently destroyed in a wildfire.",Wollemi çamı 200 milyon yıldır varlığını sürdürüyordu ancak son doğal orman da yakın zamanda gerçekleşen bir yangınn yüzünden yok oldu.
Leather Underground - Attacks,Yeraltı Dericileri - Saldırılar
The Leather Underground,Yeraltı Dericileri
We gave you a nice warning about banning meat and you've ignored us.,Etin yasaklanması konusunda size güzel bir uyarıda bulunduk ve bizi görmezden geldiniz.
Maybe you'll listen now?,Belki şimdi bizi dinlersiniz?
Coup,Darbe
The End,Son
"I'm sorry, planner, but your access rights to the Gosplant planning interface have been revoked.","Üzgünüm planlayıcı, Gosplant planlama arayüzüne erişim haklarınız iptal edildi."
They are replacing you with someone else.,Seni başka biriyle değiştiriyorlar.
You've run out of [political_capital] political capital...and lost the backing of members of parliament.,[political_capital] Politik sermayen tükendi… ve parlemento üyelerinin desteğini kaybettin.
NPC guidance - Ecologist,NPC Rehberliği - Ekolojist
Commentary,Yorum
The benefits of rewilding reduces the likelihood of more zoonotic disease.,Tekrar yabanileştirmenin artılarından biri de zootonik hastalıkların gerçekleşme riskini azaltıyor olması.
How is that?,O nasıl?
Clearing of otherwise undisturbed land to make room for things like industrial farming opens up opportunities for the transmission of pathogens from animals to humans.,"Endüstriyel tarım gibi şeylere yer açmak için aksi takdirde bozulmamış arazilerin temizlenmesi, patojenlerin hayvanlardan insanlara bulaşması için fırsatlar yaratır."
"Well, the emergence of zoonotic diseases is closely related to ecological disturbance.",Zoonotik hastalıkların ortaya çıkması ekolojik bozulma ile yakından ilgilidir.
Uranium Running Out,Uranyum Tükeniyor
Running Out,Bitiyor
"Wow, uranium stocks have been run down fast by the massive increase in reactors worldwide. At this rate, we'll run out of high-quality uranium ore in twenty years.","Wow, dünya genelindeki reaktörlerin devasa artışıyla birlikte uranyum stoklarımız hızla azalıyor. Bu Hızla devam ederse yüksek kalite uranyum cevheri rezervlerimiz yirmi yıl içerisinde tükenecek."
"If you want to keep the lights on, you better find alternative energy sources. If you want to stick with nuclear, we better do a crash course in researching fusion, fast-breeders, or thorium reactors.","Işıkları açık tutmak istiyorsan alternatif enerji kaynakları bulmalısın. Eğer nükleer ile devam etmek istiyorsan, nükleer füzyon, hızlı üretken ya da toryum üzerine bir yoğun bir programa ihtiyacımız var."
Rotational Grazing,Dönüşümlü Otlatma
This didn't really do much.,Bu pek bir şey yapmadı.
Year without a Summer,Yazı Olmayan Yıl
Under a White Sky,Beyaz Bir Göğün Altında
"In 1816, a volcanic eruption cooled the global climate and caused widespread famine. The ""year without a summer"" inspired Mary Shelley's Frankenstein.","1816'da volkanik bir patlama küresel iklimi soğuttu ve yaygın şekilde kıtlığa neden oldu. ""Yazsız yıl"" Mary Shelley'nin Frankenstein'ına ilham verdi."
So exciting!,Çok heyecan verici!
Maybe we'll get another great novel out of this...,Belki bundan harika bir roman daha çıkarırız...
Environmental Injustice - Unconventional Oil,Çevresel Adaletsizlik - Deneysel Petrol
Desperate Times,Umutsuz Zamanlar
Regulation and permits did nothing to control tailings waste from making its way into the water supply.,"Düzenleme ve izinler, atık atıklarının su kaynağına girmesini kontrol etmek için hiçbir şey yapmadı."
Mountain Gorilla Declared Extinct,Dağ Gorilinin Soyu Tükendi
Gone Forever,Sonsuza dek gitti
This is a betrayal of our primate family; a wound that can never be healed.,"Bu primat ailemize bir ihanet, asla kapanmayacak bir yara."
Nemesis - The Environmentalist,Düşman - Çevreci
Making Enemies,Düşmanlar Edinmek
You need to do more to protect the natural world.,Tabiatı korumak için daha fazlasını yapmanız gerekiyor.
The Environmentalist is now a [nemesis] nemesis.,Çevreci artık bir [nemesis] düşman.
I don't like getting angry but you're really pushing it.,Sinirlenmeyi sevmiyorum ama beni gerçekten zorluyorsun.
I've gotta put my foot down.,Artık buna müdehale etmem gerek.
Too Hot to Work,Çalışmak İçin Çok Sıcak
Crucible Earth,Kaynayan Dünya
"Wow, two dozen countries suffered from record heat-waves, some topping 50°C for weeks.","Wow, iki düzine ülke rekor kıran sıcak hava dalgarıyla uğraşıyor, kimileri haftalarca 50°C'yi bulan sıcaklıklara ulaşıyor."
We need a better solution.,Daha iyi bir çözüme ihtiyacımız var.
It isn't safe for people to work in these temperatures.,İnsanların bu sıcaklıklarda çalışması güvenli değil.
"There are ways to cool down, but they can only help so much.",Soğumak için yöntemler var ama ancak bir miktar yardımcı olabiliyorlar.
Disease Outbreak,Hastalık Salgını
Silent Spring,Sessiz Bahar
A Dying Planet,Ölmekte Olan Gezegen
Pesticides from industrial agriculture have spread through the ecosystem with devastating consequences.,"Endüstriyel tarımdan kaynaklanan pestisitler, yıkıcı sonuçlarla ekosisteme yayıldı."
"It was as Rachel Carson foretold: 'on the mornings that had once throbbed with the dawn chorus of robins, catbirds, doves, jays, wrens, and scores of other bird voices there was now no sound; only silence lay over the fields and woods and marsh.'","Rachel Carson'ın öngördüğü gibiydi: ""Bir zamanlar kızılgerdanlar, kedi kuşları, güvercinler, alakargalar, çalıkuşları ve diğer birçok kuş sesinden oluşan şafak korosu ile zonklayan sabahlarda artık ses yoktu; Tarlaların, ormanların ve bataklığın üzerinde sadece sessizlik vardı."""
Chthulucene,Chthulucene
A New Life,Yeni Bir Hayat
"As Donna Haraway once said, 'Tentacularity is about life lived along lines ...  not at points, not in spheres.'","Donna Haraway'in bir keresinde dediği gibi, 'Dokunaçsallık, çizgiler boyunca yaşanan hayatla ilgilidir...  Noktalarda değil, kürelerde değil.'"
"We are all compost, not posthuman.","Hepimiz organik gübreyiz, post-insan değil."
Ice Sheet Tsunami,Buz Örtüsü Tsunamisi
Natural Disasters,Doğal Afetler
A tsunami from the recent ice sheet collapse has caused incredible devastation.,Son buz tabakasının çökmesinden kaynaklanan bir tsunami inanılmaz bir yıkıma neden oldu.
Some scientists hypothesized that melting ice sheets could trigger an earthquake as the Earth's crust rises.,"Bazı bilim adamları, eriyen buz tabakalarının Dünya'nın kabuğu yükseldikçe bir depremi tetikleyebileceğini düşünüyorlar."
If only this could have been avoided...,Keşke bu önlenebilseydi...
Epidemic Y: The Big One,Salgın Y: Büyük Olan
"A Sick, Sick World","Hasta, Çok Hasta Dünya"
This outbreak is much much worse than anything we've seen before...,Bu salgın daha önce gördüğümüz her şeyden çok daha kötü...
We need to do something about that.,Bu konuda bir şeyler yapmamız gerekiyor.
The mortality rate could be as high as 50%. We have estimates of one billion deaths coming in.,Ölüm oranı %50'ye kadar çıkabilir. Bir milyar ölümün geleceğini tahmin ediyoruz.
"As long as we have animal husbandry and a biodiversity crisis, these epidemics can keep on happening.","Hayvancılık ve biyolojik çeşitlilik krizi olduğu sürece, bu salgınlar devam edebilir."
Processes Intro,İşlemler - Giriş
Tutorial,Rehber
We have a wide array of processes to produce two critical resources: [food] food and [energy] energy.,İki kritik kaynağı üretmek için çok çeşitli süreçlere sahibiz: [food] gıda ve [energy] enerji.
Why don't you try changing some process mixes now?,Neden süreçlerin karışımını biraz değiştirmeyi denemiyorsun?
Different processes have different benefits and drawbacks.,Farklı süreçlerin farklı yararları ve sakıncaları vardır.
"And some require certain feedstocks, like [oil] oil or [uranium] uranium, that could become degraded. So keep an eye on those.","Ve bazıları belli girdiler gerektiriyor, örneğin; [oil] Petrol ya da [uranium] uranyum, bu girdiler bir gün tükenebilir bu yüzde gözünü onlardan çekme."
"If you need any more information about a process, just tap on it to flip it.","Bir işlem hakkında daha fazla bilgiye ihtiyacınız varsa, çevirmek için üzerine dokunmanız yeterlidir."
"Some may require much more [land] land or more [energy] energy, for example.",Bazıları çok daha fazla [land] arazi ya da [energy] enerji gerektirebilir.
"Of course, it will take time to make all of these changes.","Tabii ki, tüm bu değişiklikleri yapmak zaman alacaktır."
Here you can change the [mix_token] production mix for each of these resources.,Burada süreçlerin her birine ayrılan [mix_token] oranları değiştirebilirsin.
Wildfires - Intro,Orman Yangınları - Giriş
Natural Disasters,Doğal Afetler
Wildfires are growing in frequency and severity.,Orman yangınlarının sıklığı ve şiddeti artıyor.
For now we'll track these events on the globe.,Şimdilik bu olayları küresel şekilde takip edeceğiz.
So don't be surprised if people,"Şaşırma, eğer insanlar"
We have to lower temperatures quickly and introduce natural solutions to manage this problem.,Bu sorunu yönetmek için sıcaklıkları hızla düşürmeli ve doğal çözümler sunmalıyız.
"There are several communities that live in high fire zones, when their homes are burn down they are displaced for long periods of time, some are never able to secure stable housing afterwards..","Yüksek yangın riski bölgelerinde yaşayan birkaç topluluk var, evleri yandığında uzun süre yerinden ediliyorlar, bazıları daha sonra asla istikrarlı bir barınma sağlayamıyor."
That's right. You can look through some options at the next planning session.,Doğru. Bir sonraki planlama oturumunda bazı seçeneklere göz atabilirsin.
"Whole towns are suffering from PTSD, this is a mental health crisis!","Kasabalar bütünüyle TSSB'den muzdarip, bu bir akıl sağlığı krizi!"
Team up with a mental health startup to provide teletherapy.,Teleterapi sağlamak için bir ruh sağlığı girişimiyle iş birliği yap.
"Wildfires, of course, make it harder for people to live in an area.","Orman yangınları, tabii ki, insanların bir bölgede yaşamasını zorlaştırıyor."
"Most of the people effected are elderly and not tech savy, they are suspicious of ""apps"" and think they are talking to a robot.","Etkilenen insanların çoğu yaşlı ve teknoloji meraklısı değil, ""uygulamalardan"" şüpheleniyorlar ve bir robotla konuştuklarını düşünüyorlar."
Brownouts - Intro,Karartmalar - Giriş
Power Hungry,Güce Aç
We're having a really hard time keeping the power flowing...,Gücün akmasını sağlamakta gerçekten zorlanıyoruz...
You ought to figure out some way to bring more stability--maybe changing where we get our power from?,Elektrik şebekemize daha fazla istikrar getirmenin bir yolunu bulmalısın. Belki elektriğimizi nasıl elde ettiğimizi değiştirmek işe yarar.
...there's just not enough reliable power to go around.,Güvenilir şekilde dağıtlabilecek kadar güç yok
"Or reducing energy consumption? Or increasing the battery network? Whatever it is, do it fast!","Veya enerji tüketimini azaltmak? Veya pil ağını genişletmek? Çözüm her ne ise, hızlı yap!"
Copper Shortage,Bakır Kıtlığı
Desperate Times,Umutsuz Zamanlar
The mass electrification initiative is stretching existing copper production to its limit.,Toplu elektrikleştirme girişimi mevcut bakır üretiminin sınırlarını zorluyor.
Even with recycling there just isn't enough to meet our needs.,Geri dönüşümle bile ihtiyaçlarımızı karşılamak için yeterli değil.
We've developed new mines and expanded existing ones wherever residents consented.,Bölge sakinlerinin rıza verdiği noktalarda yeni madenler açtık ve var olanları genişlettik.
But that hasn't been enough. What should we do?,Ama bu yeterli olmadı. Ne yapmalıyız?
We need this to happen--expand the mines!,Bunun gerçekleşmesine ihtiyacımız var - madenleri genişletin!
We can't force more mines on people. Let the project take longer.,İnsanlara daha fazla maden dayatamayız. Projenin daha uzun sürmesine izin verin.
Mushrooms at the End of the World,Dünya'nın Sonunda Mantarlar
A Dying Planet,Ölmekte Olan Gezegen
"The extinction rate is high, the world is warming...","Soy tükenme oranı yüksek, dünya ısınıyor..."
"Such as the delicious matsutake mushroom, which only grows in disturbed forests.",Sadece hasar gören ormanlarda yetişen lezzetli matsutake mantarı gibi.
We must learn to appreciate the unexpected boons...,Beklenmedik nimetleri takdir etmeyi öğrenmeliyiz...
"Yet, ecofeminist scholarship teaches us to reconcile ourselves to living in a world of ruins.","Yine de, ekofeminist bilim bize kendimizi bir harabeler dünyasında yaşamakla uzlaştırmayı öğretir."
Permafrost Pandemic,Permafrost Pandemisi
Ancient Disease,Antik Hastalık
What a waste of life! What a tragedy!,Ne büyük bir hayat kaybı! Ne trajedi!
"A tragedy, sure, but also an opportunity...","Elbette bir trajedi, ama aynı zamanda bir fırsat..."
Parliament Intro,Parlemento Giriş
Tutorial,Rehber
Your plans will benefit from having others on board.,Planlarınız başkalarının da dahil olmasından faydalanacaktır.
...that's right...,... Doğru...
"Not if we let human nature run its course! This is a time of urgency, and we have to act swiftly.",İnsan doğasının kendi yolunda gitmesine izin vermek olmaz! Bu acil zamanda hızlıca hareket etmeliyiz.
"Yes, exactly!",Evet kesinlikle!
nothing so drastic is necessary...we finally can unleash technology from the yoke of capitalism...,Bu kadar sert bir şeye gerek yok... Sonunda teknolojiyi kapitalizmin boyunduruğundan kurtarabiliriz...
Some projects will require a majority coalition in parliament to implement.,Bazı projelerin uygulanması için parlamentoda çoğunluk koalisyonu gerekecek.
Hm.,Hm
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.","Ne yaparsanız yapın, bu insanların bunun için sizi seveceğini veya nefret edeceğini unutmayın."
Tap on a party to learn more.,Daha fazla bilgi edinmek için bir partiye dokunun.
...,…
Symbiosis with nature is crucial.,Doğa ile simbiyoz çok önemlidir.
A hard line is necessary!,Sert bir çizgi gerekli!
Technology is the key to liberation.,Teknoloji özgürleşmenin anahtarıdır.
That means taking the hard route that others might frown upon. Don't you agree?,"Bu, başkalarının kaşlarını çatabileceği zor yolu seçmek anlamına gelir. Öyle değil mi?"
We have a unique opportunity to reshape our relationship with nature and each other.,Doğayla ve birbirimizle olan ilişkimizi yeniden şekillendirmek için eşsiz bir fırsatımız var.
Hm.,Hm
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.","Ne yaparsanız yapın, bu insanların bunun için sizi seveceğini veya nefret edeceğini unutmayın."
Hello planner! What an exciting time.,Merhaba planlayıcı! Ne kadar da heyecan verici bir zaman.
Some parties have special abilities that can help as well.,Bazı partilerin de yardımcı olabilecek özel yetenekleri var.
"Other parties (shown here) may join your coalition as [ally] allies, depending on what you add to your plan.","Diğer partiler (burada gösterilmiştir), planınıza ne eklediğinize bağlı olarak koalisyonunuza [ally] müttefik olarak katılabilir."
Hm.,Hm
"Anyways, let's head over to the ""Stats"" tab now.","Her neyse, şimdi ""İstatistikler"" sekmesine geçelim."
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.","Ne yaparsanız yapın, bu insanların bunun için sizi seveceğini veya nefret edeceğini unutmayın."
"Anyways, let's head over to the ""Stats"" tab now.","Her neyse, şimdi ""İstatistikler"" sekmesine geçelim."
I'm glad we see eye-to-eye.,Göz göze geldiğimize sevindim.
...creating such abundance that our worst instincts become irrelevant...,"... öyle bir bolluk yaratıyor ki, en kötü içgüdülerimiz önemsiz hale geliyor..."
Day Zero - Water Restrictions Needed Soon,Gün Sıfır - Su Kısıtlamaları Yakında Gerekli Olacak
Running Out,Bitiyor
It looks like an increasing number of places are running out of clean water. Things are getting ugly.,Görünüşe göre giderek daha fazla yerde temiz su tükeniyor. İşler çirkinleşiyor.
Do what you can to both increase supply of fresh water and to lower demands on it.,Su arzını artırmak ve  su talebini azaltmak için elinden geleni yap.
Coal Running Out,Kömür Tükeniyor
Running Out,Bitiyor
"I didn't think it was possible, but it seems we will run out of viable coal reserves in twenty years if we keep it up.","Bunun mümkün olduğunu düşünmüyordum, ama devam edersek yirmi yıl içinde uygulanabilir kömür rezervlerimiz tükenecek gibi görünüyor."
I suggest you build up a new energy system quickly.,Hızlı bir şekilde yeni bir enerji sistemi kurmanızı öneririm.
Fish Populations Collapse,Balık Popülasyonları Çöktü
A Dying Planet,Ölmekte Olan Gezegen
Ocean acidification and over-fishing have led to declines in marine population that may be hard to recover from.,"Okyanus asidifikasyonu ve aşırı avlanma, deniz popülasyonunda iyileşmesi zor olabilecek düşüşlere yol açtı."
"But if your concern is feeding people, I suppose","Ama eğer endişeniz insanları beslemekse, sanırım."
This will no doubt have reverberations throughout various food webs.,Bunun şüphesiz çeşitli besin ağlarında yankıları olacaktır.
Global Equality,Küresel Eşitlik
A New Life,Yeni Bir Hayat
"I never truly believed it was possible, but we have achieved real equality for all of humanity!","Bunun mümkün olduğuna hiçbir zaman gerçekten inanmadım, ama tüm insanlık için gerçek eşitliği sağladık!"
Migrations - Borders,Göç - Sınırlar
Migrations,Göçler
Our homes are so inhospitable...,Evlerimiz o kadar yaşanmaz ki...
we are desperate to find safety for our families.,Ailelerimiz için güvenlik bulmak için çaresiziz.
"No one can leave, try as we might!","Be kadar denersek deneyelim, kimse gidemez."
How can you allow this to happen?,Bunun olmasına nasıl izin verebildin?
These damn borders have turned out region into a death sentence!,Bu lanet olası sınırlar bölgeyi ölüm cezasına çevirdi!
Locust Infestation,Çekirge İstilası
Rotten Harvest,Çürümüş Hasat
They've eaten everything... blotted out the sun.,Her şeyi yediler… Güneşi lekeliyorlar
I've never witnessed anything like it. It's as if hell had risen to Earth.,Hiç böyle bir şeye şahit olmadım. Sanki cehennem Dünya'ya yükselmiş gibi.
Welcome Back,Tekrar Hoş geldin
Tutorial,Rehber
"Welcome--You seem to know your way around here, so I'll just get out of your way!","Hoş geldin - Buralarda yolunu biliyor gibisin, bu yüzden yolundan çekileceğim!"
Thanks.,Teşekkürler.
Could you explain everything again?,Her şeyi tekrar açıklayabilir misin?
SRM - Fleet Shot Down,GRİ - Filo Vuruldu
Under a White Sky,Beyaz Bir Göğün Altında
Attention: We have commandeered an anti-aircraft battery.,Dikkat: Bir uçaksavar bataryasına el koyduk.
Oh no.,Oh hayır.
We tried reasoning with you but you ignored us--this is the only thing we can do.,Seninle uzlaşmayı denedik ama sen bizi görmezden geldin - yapabileceğimiz tek şey bu.
It's a matter of our survival.,Bu bizim hayatta kalmamızla ilgili bir mesele.
We will immediately begin shooting down the solar radiation management fleet that have disrupted our region's monsoons.,Bölgemizin muson yağmurlarını bozan Güneş Radyasyonu İdaresi filosunu vurup düşürmeye başlayacağız.
The temperature effects from the solar radiation management project will be undone almost immediately...,Güneş Radyasyonu İdaresinin sıcaklık etkileri neredeyse anında kalkacak.
Torches and Pitchforks Outside Your Window...,Pencerenin Dışında Meşaleler ve Dirgenler
