English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
Why don't you try changing some process mixes now?,ทำไมคุณไม่ลองเปลี่ยนสัดส่วนกระบวนการตอนนี้เลยล่ะ?,,ทำไมคุณไม่ลองเปลี่ยนกระบวนการผสมบางอย่างตอนนี้?,,,
Different processes have different benefits and drawbacks.,กระบวนการที่ต่างกันมีข้อดีและข้อเสียต่างกัน,,กระบวนการที่แตกต่างกันมีประโยชน์และข้อเสียแตกต่างกัน,,,
"And some require certain feedstocks, like [oil] oil or [uranium] uranium, that could become degraded. So keep an eye on those.",และบ้างก็ต้องการวัตถุดิบตั้งต้นบางชนิด เช่น [oil] น้ำมัน หรือ [uranium] ยูเรเนียม ซึ่งอาจเสื่อมสภาพได้ ดังนั้นต้องคอยระวังไว้ให้ดี,,และบางคนต้องการวัตถุดิบบางอย่างเช่นน้ำมัน [น้ำมัน] หรือยูเรเนียม [ยูเรเนียม] ยูเรเนียมซึ่งอาจลดลง ดังนั้นจับตาดูสิ่งเหล่านั้น,,,
"If you need any more information about a process, just tap on it to flip it.",หากคุณต้องการข้อมูลเพิ่มเติมเกี่ยวกับกระบวนการ เพียงแค่แตะที่กระบวนการนั้นเพื่อพลิกมันขึ้นมา,,หากคุณต้องการข้อมูลเพิ่มเติมเกี่ยวกับกระบวนการเพียงแตะที่มันเพื่อพลิกมัน,,,
"Some may require much more [land] land or more [energy] energy, for example.",บางแห่งอาจต้องการ [land] ที่ดินมากขึ้นหรือ [energy] พลังงานมากขึ้น เป็นต้น,,บางคนอาจต้องใช้พลังงาน [ที่ดิน] มากกว่า [พลังงาน] เช่น,,,
"Of course, it will take time to make all of these changes.",แน่นอนว่าถ้าจะเปลี่ยนทั้งหมดนี้ต้องใช้เวลา,,แน่นอนว่าต้องใช้เวลาในการเปลี่ยนแปลงทั้งหมดเหล่านี้,,,
Here you can change the [mix_token] production mix for each of these resources.,ณ จุดนี้คุณสามารถเปลี่ยน [mix_token] สัดส่วนการผลิตสำหรับแต่ละทรัพยากรเหล่านี้ได้,,ที่นี่คุณสามารถเปลี่ยนการผสม [mix_token] สำหรับแต่ละทรัพยากรเหล่านี้,,,
Wildfires are growing in frequency and severity.,ไฟป่าเกิดบ่อยและรุนแรงมากขึ้น,,ไฟป่ากำลังเติบโตในความถี่และความรุนแรง,,,
For now we'll track these events on the globe.,ในตอนนี้เราจะคอยติดตามเหตุการณ์เหล่านี้ทั่วโลก,,ตอนนี้เราจะติดตามกิจกรรมเหล่านี้ในโลก,,,
So don't be surprised if people,ดังนั้นอย่าแปลกใจถ้าคน,,ดังนั้นอย่าแปลกใจถ้าคนอื่น,,,
We have to lower temperatures quickly and introduce natural solutions to manage this problem.,เราต้องลดอุณหภูมิลงอย่างรวดเร็วและใช้วิธีแก้ปัญหาทางธรรมชาติเพื่อจัดการกับปัญหานี้,,เราต้องลดอุณหภูมิลงอย่างรวดเร็วและแนะนำโซลูชั่นธรรมชาติเพื่อจัดการปัญหานี้,,,
"There are several communities that live in high fire zones, when their homes are burn down they are displaced for long periods of time, some are never able to secure stable housing afterwards..",มีหลายชุมชนที่อาศัยอยู่ในเขตที่เกิดเพลิงไหม้บ่อย เมื่อบ้านของพวกเขาถูกไฟไหม้ พวกเขาจะถูกพลัดถิ่นฐานเป็นเวลานาน บางคนไม่สามารถหาที่อยู่อาศัยที่มั่นคงได้ในเวลาถัดมา,,มีชุมชนหลายแห่งที่อาศัยอยู่ในเขตดับเพลิงสูงเมื่อบ้านของพวกเขาถูกไฟไหม้พวกเขาจะถูกแทนที่เป็นเวลานาน,,,
That's right. You can look through some options at the next planning session.,ใช่แล้ว คุณสามารถดูตัวเลือกบางอย่างได้ในช่วงการวางแผนครั้งถัดไป,,ถูกตัอง. คุณสามารถดูตัวเลือกบางอย่างได้ที่เซสชันการวางแผนครั้งต่อไป,,,
"Whole towns are suffering from PTSD, this is a mental health crisis!",เมืองทั้งเมืองกำลังทุกข์ทรมานจาก PTSD นี่คือวิกฤตสุขภาพจิต!,,ทั้งเมืองกำลังทุกข์ทรมานจากพล็อตนี่เป็นวิกฤตสุขภาพจิต!,,,
"Wildfires, of course, make it harder for people to live in an area.",แน่นอนว่าไฟป่าทำให้ผู้คนอาศัยอยู่ในพื้นที่นั้นยากขึ้น,,แน่นอนไฟป่าทำให้ยากขึ้นสำหรับผู้คนที่จะอยู่ในพื้นที่,,,
"Most of the people effected are elderly and not tech savy, they are suspicious of ""apps"" and think they are talking to a robot.","คนส่วนใหญ่ที่ได้รับผลกระทบเป็นผู้สูงอายุและไม่เชี่ยวชาญด้านเทคโนโลยี พวกเขาสงสัยเกี่ยวกับ ""แอป"" และคิดว่าพวกเขากำลังพูดคุยกับหุ่นยนต์อยู่",,"คนส่วนใหญ่ได้รับผลกระทบเป็นผู้สูงอายุและไม่เข้าใจเทคโนโลยีพวกเขาสงสัยว่า ""แอพ"" และคิดว่าพวกเขากำลังพูดคุยกับหุ่นยนต์",,,
We're having a really hard time keeping the power flowing...,เรากำลังประสบกับความยากลำบากในการที่จะรักษาพลังเอาไว้...,,เรามีช่วงเวลาที่ยากลำบากมากที่จะทำให้พลังไหลออกมา ...,,,
You ought to figure out some way to bring more stability--maybe changing where we get our power from?,คุณควรจะหาวิธีที่จะสร้างความมั่นคงให้มากขึ้น บางทีอาจจะเปลี่ยนแหล่งที่มาของพลังงาน?,,คุณควรหาวิธีที่จะนำความมั่นคงมากขึ้น-อาจเปลี่ยนไปที่ไหนที่เราได้รับพลังของเรา?,,,
...there's just not enough reliable power to go around.,...มีพลังงานยั่งยืนให้ใช้ไม่เพียงพอต่อการไปไหนมาไหน,,... มีพลังที่เชื่อถือได้ไม่เพียงพอที่จะไปรอบ ๆ,,,
"Or reducing energy consumption? Or increasing the battery network? Whatever it is, do it fast!",หรือลดการใช้พลังงาน? หรือเพิ่มโครงข่ายแบตเตอรี่? ไม่ว่าจะอันไหนก็ก็รีบทำดีกว่า!,,หรือลดการใช้พลังงาน? หรือเพิ่มเครือข่ายแบตเตอรี่? ไม่ว่ามันจะเป็นอะไรเร็ว ๆ นี้!,,,
The mass electrification initiative is stretching existing copper production to its limit.,ความคิดริเริ่มในการใช้พลังงานไฟฟ้าจำนวนมากกำลังยกระดับการผลิตทองแดงที่มีอยู่ให้ถึงขีดจำกัด,,ความคิดริเริ่มการใช้พลังงานไฟฟ้ามวลกำลังขยายการผลิตทองแดงที่มีอยู่จนถึงขีด จำกัด,,,
Even with recycling there just isn't enough to meet our needs.,แม้แต่การรีไซเคิลก็ยังไม่เพียงพอต่อความต้องการของเรา,,แม้จะมีการรีไซเคิลที่นั่นก็ไม่เพียงพอที่จะตอบสนองความต้องการของเรา,,,
We've developed new mines and expanded existing ones wherever residents consented.,เราได้พัฒนาเหมืองใหม่และขยายเหมืองที่มีอยู่ตามที่ผู้อยู่อาศัยในท้องที่ยินยอม,,เราได้พัฒนาเหมืองใหม่และขยายตัวที่มีอยู่ทุกที่ที่ผู้อยู่อาศัยยินยอม,,,
But that hasn't been enough. What should we do?,แต่นั่นก็ยังไม่พอ เราควรทำอย่างไร?,,แต่นั่นยังไม่เพียงพอ เราควรทำอย่างไร?,,,
"The extinction rate is high, the world is warming...",อัตราการสูญพันธุ์สูง โลกร้อนขึ้น...,,อัตราการสูญพันธุ์สูงโลกกำลังอบอุ่น ...,,,
"Such as the delicious matsutake mushroom, which only grows in disturbed forests.",เช่นเห็ดมัตสึทาเกะแสนอร่อยที่เติบโตได้เฉพาะในป่าที่ถูกรบกวนเท่านั้น,,เช่นเห็ด Matsutake แสนอร่อยซึ่งเติบโตในป่าที่ถูกรบกวนเท่านั้น,,,
We must learn to appreciate the unexpected boons...,เราต้องเรียนรู้ที่จะซาบซึ้งกับการช่วยเหลือที่คาดไม่ถึง...,,เราต้องเรียนรู้ที่จะชื่นชม Boons ที่ไม่คาดคิด ...,,,
"Yet, ecofeminist scholarship teaches us to reconcile ourselves to living in a world of ruins.",อย่างไรก็ตาม ทุนการศึกษาสตรีนิยมเชิงนิเวศสอนให้เราประนีประนอมกับการใช้ชีวิตในโลกแห่งซากปรักหักพัง,,แต่ทุนการศึกษา Ecofeminist สอนให้เราคืนดีกับการใช้ชีวิตในโลกแห่งซากปรักหักพัง,,,
What a waste of life! What a tragedy!,น่าเสียดายชีวิต! ช่างเป็นโศกนาฏกรรม!,,ช่างเป็นอะไรที่เสียชีวิต! ช่างเป็นโศกนาฏกรรม!,,,
"A tragedy, sure, but also an opportunity...",ใช่แล้ว โศกนาฏกรรม แต่ก็เป็นโอกาสเหมือนกัน...,,โศกนาฏกรรมแน่นอน แต่ยังเป็นโอกาส ...,,,
Your plans will benefit from having others on board.,แผนของคุณจะได้รับประโยชน์จากการมีผู้อื่นร่วมเดินทางด้วย,,แผนของคุณจะได้รับประโยชน์จากการมีคนอื่น ๆ บนเรือ,,,
...that's right...,...ใช่แล้ว...,,...ถูกตัอง...,,,
"Not if we let human nature run its course! This is a time of urgency, and we have to act swiftly.",จะไม่เป็นเช่นนั้นถ้าเราปล่อยให้ธรรมชาติของมนุษย์ดำเนินไป! นี่เป็นช่วงเวลาฉุกเฉิน และเราต้องดำเนินการอย่างรวดเร็ว,,ไม่ใช่ถ้าเราปล่อยให้ธรรมชาติของมนุษย์ดำเนินไปอย่างแน่นอน! นี่เป็นช่วงเวลาแห่งความเร่งด่วนและเราต้องดำเนินการอย่างรวดเร็ว,,,
"Yes, exactly!",ใช่แล้ว!,,ใช่แน่นอน!,,,
nothing so drastic is necessary...we finally can unleash technology from the yoke of capitalism...,ไม่มีอะไรรุนแรงเกินไป...ในที่สุดเราก็สามารถปลดปล่อยเทคโนโลยีจากแอกของระบบทุนนิยมได้...,,ไม่จำเป็นต้องมีความรุนแรงมาก ... ในที่สุดเราก็สามารถปลดปล่อยเทคโนโลยีจากแอกแห่งทุนนิยม ...,,,
Some projects will require a majority coalition in parliament to implement.,บางโครงการจะต้องมีพันธมิตรเสียงข้างมากในรัฐสภาจึงจะดำเนินการได้,,บางโครงการจะต้องมีการร่วมมือกันส่วนใหญ่ในรัฐสภาเพื่อดำเนินการ,,,
Hm.,ฮึ่ม,,อืม,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",ไม่ว่าคุณจะทำอะไร จงจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณจากสิ่งที่คุณทำ,,ไม่ว่าคุณจะทำอะไรก็ตามโปรดจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณ,,,
Tap on a party to learn more.,แตะที่พรรคเพื่อดูรายละเอียดเพิ่มเติม,,แตะในงานปาร์ตี้เพื่อเรียนรู้เพิ่มเติม,,,
That means taking the hard route that others might frown upon. Don't you agree?,นั่นหมายถึงการก้าวไปสู่เส้นทางที่ยากลำบากซึ่งคนอื่นอาจขมวดคิ้ว คุณว่ามั้ย?,,นั่นหมายถึงการใช้เส้นทางที่ยากลำบากที่คนอื่นอาจขมวดคิ้ว คุณไม่เห็นด้วย?,,,
We have a unique opportunity to reshape our relationship with nature and each other.,เรามีโอกาสพิเศษที่จะปรับเปลี่ยนความสัมพันธ์ของเรากับธรรมชาติและระหว่างกัน,,เรามีโอกาสพิเศษในการปรับเปลี่ยนความสัมพันธ์ของเรากับธรรมชาติและกันและกัน,,,
Hm.,ฮึ่ม,,อืม,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",ไม่ว่าคุณจะทำอะไร จงจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณจากสิ่งที่คุณทำ,,ไม่ว่าคุณจะทำอะไรก็ตามโปรดจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณ,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",ไม่ว่าคุณจะทำอะไร จงจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณจากสิ่งที่คุณทำ,,ไม่ว่าคุณจะทำอะไรก็ตามโปรดจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณ,,,
Hello planner! What an exciting time.,สวัสดีนักวางแผน! ช่างเป็นช่วงเวลาที่น่าตื่นเต้นดีนะ,,สวัสดีวางแผน! ช่างเป็นช่วงเวลาที่น่าตื่นเต้น,,,
Some parties have special abilities that can help as well.,บางพรรคก็มีความสามารถพิเศษที่สามารถช่วยได้เช่นกัน,,บางฝ่ายมีความสามารถพิเศษที่สามารถช่วยได้เช่นกัน,,,
"Other parties (shown here) may join your coalition as [ally] allies, depending on what you add to your plan.",พรรคอื่น ๆ (ที่แสดงตรงนี้) อาจเข้าร่วมแนวร่วมของคุณในฐานะ [ally] พันธมิตร ขึ้นอยู่กับสิ่งที่คุณเพิ่มลงในแผนของคุณ,,ฝ่ายอื่น ๆ (แสดงที่นี่) อาจเข้าร่วมพันธมิตรของคุณในฐานะพันธมิตร [พันธมิตร] ขึ้นอยู่กับสิ่งที่คุณเพิ่มลงในแผนของคุณ,,,
Hm.,ฮึ่ม,,อืม,,,
"Anyways, let's head over to the ""Stats"" tab now.","อย่างไรก็ตาม เราไปที่แท็บ ""สถิติ"" กันตอนนี้เลยดีกว่า",,"ยังไงก็ตามลองไปที่แท็บ ""สถิติ"" ตอนนี้",,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",ไม่ว่าคุณจะทำอะไร จงจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณจากสิ่งที่คุณทำ,,ไม่ว่าคุณจะทำอะไรก็ตามโปรดจำไว้ว่าคนเหล่านี้จะรักหรือเกลียดคุณ,,,
"Anyways, let's head over to the ""Stats"" tab now.","อย่างไรก็ตาม เราไปที่แท็บ ""สถิติ"" กันตอนนี้เลยดีกว่า",,"ยังไงก็ตามลองไปที่แท็บ ""สถิติ"" ตอนนี้",,,
"Anyways, let's head over to the ""Stats"" tab now.","อย่างไรก็ตาม เราไปที่แท็บ ""สถิติ"" กันตอนนี้เลยดีกว่า",,"ยังไงก็ตามลองไปที่แท็บ ""สถิติ"" ตอนนี้",,,
I'm glad we see eye-to-eye.,ฉันดีใจที่เราได้เจอกันตัวเป็น ๆ,,ฉันดีใจที่เราเห็นตาต่อตา,,,
...creating such abundance that our worst instincts become irrelevant...,...สร้างความอุดมสมบูรณ์ให้สัญชาตญาณที่เลวร้ายที่สุดของเรากลายเป็นเรื่องไร้สาระไปเสีย...,,... การสร้างความอุดมสมบูรณ์ที่สัญชาตญาณที่เลวร้ายที่สุดของเราไม่เกี่ยวข้อง ...,,,
It looks like an increasing number of places are running out of clean water. Things are getting ugly.,ดูเหมือนว่าหลายที่กำลังขาดแคลนน้ำสะอาดมากขึ้น สถานการณ์ชักจะดูไม่ดีแล้ว,,ดูเหมือนว่าจำนวนสถานที่ที่เพิ่มขึ้นจะหมดน้ำสะอาด สิ่งที่น่าเกลียด,,,
Do what you can to both increase supply of fresh water and to lower demands on it.,ทำสิ่งที่คุณทำได้เพื่อเพิ่มปริมาณน้ำจืดและลดความต้องการน้ำลง,,ทำสิ่งที่คุณสามารถทำได้เพื่อเพิ่มปริมาณน้ำจืดและความต้องการที่ลดลง,,,
"I didn't think it was possible, but it seems we will run out of viable coal reserves in twenty years if we keep it up.",ฉันไม่คิดว่ามันจะเป็นไปได้ แต่ดูเหมือนว่าปริมาณแหล่งถ่านหินที่ใช้การได้จะหมดลงในอีกยี่สิบปีหากเรารักษาระดับไว้,,ฉันไม่คิดว่ามันเป็นไปได้ แต่ดูเหมือนว่าเราจะหมดสำรองถ่านหินที่ทำงานได้ในยี่สิบปีถ้าเรารักษามันไว้,,,
I suggest you build up a new energy system quickly.,ฉันขอแนะนำให้คุณสร้างระบบพลังงานใหม่อย่างรวดเร็ว,,ฉันขอแนะนำให้คุณสร้างระบบพลังงานใหม่อย่างรวดเร็ว,,,
Ocean acidification and over-fishing have led to declines in marine population that may be hard to recover from.,ความเป็นกรดในมหาสมุทรและการตกปลามากเกินไปส่งผลให้จำนวนประชากรทางทะเลลดลงซึ่งอาจยากต่อการฟื้นตัว,,การทำให้เป็นกรดในมหาสมุทรและการตกปลามากเกินไปทำให้เกิดการลดลงของประชากรทะเลที่อาจฟื้นตัวได้ยาก,,,
"But if your concern is feeding people, I suppose ",แต่ถ้าความกังวลของคุณคือการให้อาหารผู้คน ฉันคิดว่า,,แต่ถ้าความกังวลของคุณคือการให้อาหารผู้คนฉันคิดว่า,,,
This will no doubt have reverberations throughout various food webs.,ไม่ต้องสงสัยเลยว่าสิ่งนี้จะสะท้อนก้องไปทั่วโครงข่ายอาหารต่าง ๆ,,ไม่ต้องสงสัยเลยว่าจะมีการก้องกังวานทั่วใยอาหารต่างๆ,,,
"I never truly believed it was possible, but we have achieved real equality for all of humanity!",ฉันไม่เคยเชื่อเลยว่ามันเป็นไปได้จริง ๆ  แต่เราได้บรรลุความเท่าเทียมกันอย่างแท้จริงสำหรับมวลมนุษยชาติแล้ว!,,ฉันไม่เคยเชื่ออย่างแท้จริงว่ามันเป็นไปได้ แต่เราได้บรรลุความเท่าเทียมกันที่แท้จริงสำหรับมนุษยชาติทั้งหมด!,,,
Our homes are so inhospitable...,บ้านเราไม่น่าอยู่เลย...,,บ้านของเราไม่เอื้ออำนวย ...,,,
we are desperate to find safety for our families.,เราไม่อาจหวังที่จะสร้างความปลอดภัยให้กับครอบครัวของเราได้แล้ว,,เราหมดหวังที่จะค้นหาความปลอดภัยสำหรับครอบครัวของเรา,,,
"No one can leave, try as we might!",จะไม่มีใครออกไปได้ พยายามเท่าที่เราจะทำได้!,,ไม่มีใครสามารถจากไปได้ลองอย่างที่เราทำได้!,,,
How can you allow this to happen?,คุณปล่อยให้มันเกิดขึ้นได้อย่างไร?,,คุณจะอนุญาตให้สิ่งนี้เกิดขึ้นได้อย่างไร?,,,
These damn borders have turned out region into a death sentence!,พรมแดนบ้าบอเหล่านี้ทำให้ภูมิภาคกลายเป็นโทษประหารชีวิต!,,พรมแดนเหล่านี้กลายเป็นภูมิภาคกลายเป็นประโยคประหารชีวิต!,,,
They've eaten everything... blotted out the sun.,มันกินไปจนเกลี้ยงเลย... แดดโดนบัง,,พวกเขากินทุกอย่าง ...,,,
I've never witnessed anything like it. It's as if hell had risen to Earth.,ฉันไม่เคยเห็นอะไรแบบนี้มาก่อน ราวกับว่านรกได้มาเยือนโลกแล้ว,,ฉันไม่เคยเห็นอะไรแบบนี้เลย ราวกับว่านรกลุกขึ้นสู่โลก,,,
"Welcome--You seem to know your way around here, so I'll just get out of your way!",ยินดีต้อนรับ ดูเหมือนคุณจะรู้ที่ทางดีอยู่แล้ว งั้นฉันจะหลีกทางให้!,,ยินดีต้อนรับ-ดูเหมือนคุณจะรู้ทางของคุณที่นี่ดังนั้นฉันจะออกไปให้พ้นทาง!,,,
Attention: We have commandeered an anti-aircraft battery.,คำเตือน: เราได้เข้าควบคุมแบตเตอรี่ต่อต้านอากาศยานแล้ว,,ความสนใจ: เราได้สั่งแบตเตอรี่ต่อต้านอากาศยาน,,,
Oh no.,โอ้ ไม่นะ,,ไม่นะ.,,,
We tried reasoning with you but you ignored us--this is the only thing we can do.,เราพยายามใช้เหตุผลกับคุณ แต่คุณเพิกเฉยเรา นี่เป็นสิ่งเดียวที่เราทำได้,,เราลองใช้เหตุผลกับคุณ แต่คุณเพิกเฉยต่อเรา-นี่คือสิ่งเดียวที่เราทำได้,,,
It's a matter of our survival.,มันเป็นเรื่องของการอยู่รอดของเรา,,มันเป็นเรื่องของการอยู่รอดของเรา,,,
We will immediately begin shooting down the solar radiation management fleet that have disrupted our region's monsoons.,เราจะเริ่มยิงฝูงจัดการการแผ่รังสีแสงอาทิตย์ที่เข้ามาขวางมรสุมในภูมิภาคของเราทันที,,เราจะเริ่มยิงกองเรือการจัดการรังสีแสงอาทิตย์ที่ขัดขวางมรสุมของภูมิภาคของเราในภูมิภาคของเรา,,,
The temperature effects from the solar radiation management project will be undone almost immediately...,ผลกระทบด้านอุณหภูมิจากโครงการบริหารจัดการรังสีดวงอาทิตย์จะยุติลงเกือบจะในทันที...,,ผลกระทบอุณหภูมิจากโครงการจัดการรังสีแสงอาทิตย์จะถูกยกเลิกเกือบจะในทันที ...,,,
People are not happy with your performance...[hud_contentedness] outlook is really low.,มวลชนไม่พอใจกับผลงานของคุณ...แนวโน้ม [hud_contentedness] นั้นต่ำมาก,,ผู้คนไม่พอใจกับการแสดงของคุณ ... [HUD_CONTENTENTNESS] Outlook ต่ำจริงๆ,,,
A mob has raided our building! They're looking for you.,ฝูงชนบุกเข้ามาในอาคารของเรา! พวกเขากำลังหาตัวคุณอยู่,,ม็อบบุกเข้าไปในอาคารของเรา! พวกเขากำลังมองหาคุณ,,,
Any last words?,มีคำสั่งเสียไหม?,,คำพูดสุดท้าย?,,,
We are tired of living under your tyrannical plans--they've brought us nothing but misery!,เราเบื่อหน่ายกับการดำเนินชีวิตภายใต้แผนอันกดขี่ข่มเหงของคุณ มันไม่ได้ให้อะไรเราเลยนอกจากความทุกข์ยาก!,,เราเบื่อที่จะอยู่ภายใต้แผนการกดขี่ข่มเหงของคุณ-พวกเขาไม่ได้นำอะไรมาให้เรานอกจากความทุกข์ยาก!,,,
"As Garrett Hardin so eloquently once said, ""The freedom to breed is intolerable.""","ดังที่ Garrett Hardin เคยกล่าวไว้อย่างฉะฉานว่า ""เสรีภาพในการผสมพันธุ์เป็นสิ่งที่ไม่อาจยอมรับได้""",,"ดังที่การ์เร็ตต์ฮาร์ดินพูดอย่างละเอียดเมื่อพูดถึง ""เสรีภาพในการผสมพันธุ์นั้นทนไม่ได้""",,,
"Now that you've added some projects to your plan, let's try changing our production processes.",เมื่อคุณได้เพิ่มโครงการบางโครงการลงในแผนของคุณแล้ว เรามาลองเปลี่ยนกระบวนการผลิตของเรากัน,,ตอนนี้คุณได้เพิ่มบางโครงการลงในแผนของคุณลองเปลี่ยนกระบวนการผลิตของเรา,,,
"Press ""Change Production"" to go to the process manager.","กด ""เปลี่ยนการผลิต"" เพื่อไปที่การจัดการกระบวนการ",,"กด ""เปลี่ยนการผลิต"" เพื่อไปที่ผู้จัดการกระบวนการ",,,
But first let's visit parliament and get you acquainted with the people there.,แต่ก่อนอื่นเรามาเยี่ยมชมรัฐสภาและทำความรู้จักกับผู้คนที่นั่นกัน,,แต่ก่อนอื่นมาเยี่ยมรัฐสภาและให้คุณทำความคุ้นเคยกับผู้คนที่นั่น,,,
"Press the ""Govt"" tab to head on over.","กดแท็บ ""รัฐบาล"" เพื่อมุ่งหน้าต่อไป",,"กดแท็บ ""Govt"" เพื่อมุ่งหน้าไป",,,
One of the worst case scenarios has just happened...,เหตุการณ์ที่เลวร้ายที่สุดเหตุการณ์หนึ่งเพิ่งเกิดขึ้น...,,หนึ่งในสถานการณ์กรณีที่เลวร้ายที่สุดเพิ่งเกิดขึ้น ...,,,
"...you can't sweat, so your body can't cool itself off, and so you just basically...slowly cook in the heat.",...คุณไม่สามารถขับเหงื่อได้ ร่างกายจึงไม่สามารถระบายความร้อนได้ ฉะนั้นถ้าพูดแล้วคุณก็แค่...ค่อย ๆ โดนอบด้วยความร้อน,,... คุณไม่สามารถเหงื่อออกได้ดังนั้นร่างกายของคุณจึงไม่สามารถเย็นตัวเองได้,,,
What a horrible way to go. And to imagine that millions died in that way.,เป็นอะไรที่น่ากลัวมาก ลองจินตนาการว่ามีคนหลายล้านคนเสียชีวิตในลักษณะนั้นสิ,,ช่างเป็นวิธีที่น่ากลัว และจินตนาการว่าคนนับล้านเสียชีวิตด้วยวิธีนั้น,,,
"a ""wet-bulb"" event, where temperature and humidity combine to be intolerable...","เหตุการณ์ ""กระเปาะเปียก"" ที่อุณหภูมิและความชื้นรวมกันจนไม่อาจทนได้...",,"เหตุการณ์ ""หลอดไฟเปียก"" ที่อุณหภูมิและความชื้นรวมกันเป็นไปไม่ได้ ...",,,
Surely we could have prevented this?,แน่นอนเราสามารถป้องกันสิ่งนี้ได้?,,แน่นอนเราสามารถป้องกันสิ่งนี้ได้หรือไม่?,,,
You rich Northerners will not sacrifice half the world on your altar of greed.,พวกชาวซีกโลกเหนือที่ร่ำรวยจะไม่ยอมเสียสละครึ่งโลกให้แก่แท่นบูชาแห่งความโลภของคุณหรอก,,คุณร่ำรวยชาวเหนือจะไม่เสียสละครึ่งโลกบนแท่นบูชาแห่งความโลภ,,,
"Ha, if you think there are too many people then let us help you get rid of the Malthusians!",ฮ่า ถ้าคุณคิดว่ามีประชากรเยอะเกินไป ให้เราช่วยคุณกำจัดชาวมัลธูเซียนสิ!,,ฮ่าถ้าคุณคิดว่ามีคนจำนวนมากเกินไปให้เราช่วยคุณกำจัดชาว Malthusians!,,,
Planner! Either you are with us or with the Wretched. Make your choice.,นักวางแผน! คุณจะต้องเลือกว่าคุณจะอยู่กับเราหรืออยู่กับคนอนาถา ตัดสินใจซะ,,วางแผน ไม่ว่าคุณจะอยู่กับเราหรือกับคนอนาถา เลือกของคุณ,,,
"People really like living in McMansions, I guess. ",ฉันเดาว่าผู้คนน่าจะชอบอาศัยอยู่ใน McMansions มาก,,ผู้คนชอบอาศัยอยู่ใน McMansions ฉันเดา,,,
...but also spillover into exurbs as some seek to escape the growing density of cities.,...แต่ก็ทะลักออกไปนอกเมืองด้วย เนื่องจากบางคนพยายามหลีกหนีจากความหนาแน่นของเมืองที่เพิ่มมากขึ้น,,... แต่ยังทะลักเข้ามาใน exurbs ในขณะที่บางคนพยายามที่จะหลบหนีความหนาแน่นที่เพิ่มขึ้นของเมือง,,,
They only care about their own consumption.,พวกเขาใส่ใจแต่การบริโภคของตัวเองเท่านั้น,,พวกเขาสนใจการบริโภคของตนเองเท่านั้น,,,
No one seems to care that we are living during an environmental crisis.,ดูเหมือนไม่มีใครสนใจว่าเรากำลังมีชีวิตอยู่ในช่วงวิกฤตสิ่งแวดล้อม,,ดูเหมือนว่าไม่มีใครสนใจว่าเราอาศัยอยู่ในช่วงวิกฤตสิ่งแวดล้อม,,,
"Warmer waters are bad for most marine species. Many kinds of jellyfish, however, thrive in these conditions.",น้ำอุ่นไม่ดีต่อสัตว์ทะเลส่วนใหญ่ อย่างไรก็ตาม แมงกะพรุนหลายชนิดเจริญเติบโตได้ดีในสภาวะเช่นนี้,,น้ำอุ่นไม่ดีสำหรับสัตว์ทะเลส่วนใหญ่ อย่างไรก็ตามแมงกะพรุนหลายชนิดเจริญเติบโตในเงื่อนไขเหล่านี้,,,
It doesn't help that too much fishing means there are fewer predators and competitors for jellyfish.,การตกปลามากเกินไปไม่ได้ช่วยอะไร หมายความว่ามีผู้ล่าและผู้แย่งอาหารแมงกะพรุนน้อยลง,,มันไม่ได้ช่วยให้การตกปลามากเกินไปหมายความว่ามีนักล่าและคู่แข่งน้อยลงสำหรับแมงกะพรุน,,,
"Even if some people care little about the oceans, they'll be annoyed when their beach holiday is ruined. ",ถึงบางคนจะใส่ใจเรื่องมหาสมุทรแม้เพียงเล็กน้อย แต่พวกเขาจะรู้สึกรำคาญเมื่อวันหยุดที่ชายหาดของพวกเขาพังลงไป,,แม้ว่าบางคนจะใส่ใจเกี่ยวกับมหาสมุทรเพียงเล็กน้อยพวกเขาก็จะรำคาญเมื่อวันหยุดชายหาดของพวกเขาถูกทำลาย,,,
We've hit an interesting milestone--the 4000th nuclear reactor was just built.,"เราบรรลุเป้าหมายที่น่าสนใจแล้ว เครื่องปฏิกรณ์นิวเคลียร์เครื่องที่ 4,000 เพิ่งถูกสร้างขึ้น",,เราได้เข้าสู่เหตุการณ์สำคัญที่น่าสนใจ-เครื่องปฏิกรณ์นิวเคลียร์ 4000th ถูกสร้างขึ้น,,,
