English,Translation
I don't think it's worth it.,Eu não acho que vale a pena.
"The sulphuric acid eats away at concrete, turning the calcium carbonate into gypsum. We'll have to rebuild many of our bridges and buildings decades years earlier than we expected.  People aren't happy about their cities seemingly melting away in front of their eyes.","O ácido sulfúrico corrói o concreto, transformando o carbonato de cálcio em gesso. Teremos que reconstruir muitas das nossas pontes e edifícios décadas antes do que esperávamos. As pessoas não estão felizes com as suas cidades a, aparentemente, derreter na frente dos seus olhos."
"The acid eats away at concrete, causes 'forest death', and kills lakes.","O ácido corrói o concreto, causa a 'morte da floresta' e mata os lagos."
"Actually, it's not that significant.","Na verdade, não é assim tão significativo."
Assassination Thwarted,Assassinato Travado
The End,O Fim
People's are not happy with your performance...[hud_contentedness] outlook is really low.,As pessoas não estão satisfeitas com o teu desempenho... [hud_contentedness] as perspectivas são muito baixas.
You need to get a handle on this situation or your career as a planner will come to an end one way or another.,"Precisas de lidar com esta situação ou a tua carreira como planificador chegará ao fim, de uma forma ou de outra."
This is a message from the people!,Esta é uma mensagem povo!
BOOM,*BUM*
You ought to--,Devia-
That was a close one--that grenade nearly got you!,Esta foi por pouco - aquela granada quase te apanhou!
NPC guidance - Geoengineer,Conselho de NPC - Geoengenheiro
Commentary,Comentário
We've got to do something about the rising temperature!,Temos que fazer algo quanto ao aumento da temperatura!
"I recommend throwing all our options we have at the issue, one of them has got to work!","Eu recomendo usar todas as nossas opções que temos na questão, uma delas tem que funcionar!"
Toxic Airborne Event,Toxina Aerotransportada
"A Sick, Sick World",Um Mundo Muito Doente
A train filled with Nyodene Derivative has derailed near your location.,Um comboio cheio de Nyodene D. descarrilou aqui perto.
"It's hard to hear the radio reports of the disaster over the white noise of your equipment, TV, tablet, and smartphone.","É difícil ouvir os relatórios do desastre no rádio por causa do ruído branco do teu equipamento, TV, tablet e smartphone."
"But you can't leave, you're an important planning professional!","Mas não nos podes deixar, és um importante planificador profissional!"
Blue Ocean Event,Evento Blue Ocean
A Rising Tide,Uma Maré Enchente
"This September, our satellites recorded...","Este setembro, os nossos satélites registaram..."
The change from high albedo ice to a dark sea will accelerate warming.,A mudança do alto albedo das geleiras para um mar escuro acelerará o aquecimento.
Zero square kilometres of arctic sea ice.,Zero quilómetros quadrados de gelo marinho do Ártico.
Passed On,Passou
The End,O Fim
"Planner, you don't look so good...",Não estás com boa cara...
THUD,*TUM*
Planner?,Está tudo bem?
Maybe you should lie down for a bit.,Talvez seja melhor descansares um pouco.
Epidemic X,Epidemia X
"A Sick, Sick World",Um Mundo Muito Doente
"A new virus has emerged, either from a factory farm or a degraded forest, we don't know yet for sure.","Surgiu um novo vírus. Se foi de uma fazenda industrial ou de uma floresta degradada, ainda não sabemos ao certo."
"As long as we have a large livestock industry and deforestation, these tragedies will keep happening.","Enquanto tivermos uma enorme pecuária e desmatamento, estas tragédias continuarão."
"The mortality rate is 2%, which can still kill millions but we predict that a new zoonosis could much deadlier.","A taxa de mortalidade é de 2%, o que ainda pode matar milhões, mas podemos prever que uma nova zoonose poderia ser muito mais mortal."
"This one was bad, but","Este era ruim, mas"
A New Prometheus,Um Novo Prometeu
A New Life,Uma Nova Vida
"As Trotsky once said: 'Man will occupy himself with re-registering mountains and rivers, and will earnestly and repeatedly make improvements in nature.'","Como Trotsky disse uma vez: 'O homem fará um novo inventário de montanhas e rios. Emendará rigorosamente, e em mais de uma ocasião, a Natureza. '"
Nemesis - The Malthusian,Nêmesis - O Malthusiano
Making Enemies,A Fazer Inimigos
"You are so, so misguided.","Está tão, tão equivocado."
I'm not going to let you ruin everything.,Não permitirei que estragues tudo.
"Sure, we'll be equal, but only in common misery.","Claro, seremos iguais, mas apenas na miséria comum."
You really think we can all live on this Earth without torpedoing living standards?,Achas mesmo que todos nós podemos viver nesta Terra sem atacar os padrões de vida?
The Malthusian is now a [nemesis] nemesis.,O malthusiano agora é um [nemesis] inimigo.
The natural world just cannot support this many people.,O mundo natural simplesmente não aguenta tantas pessoas.
River Restoration,Restauração de Rios
A New Life,Uma Nova Vida
"By removing so many dams, rivers around the world have come back to life.","Ao remover tantas barragens, rios ao redor do mundo voltaram à vida."
"Cases of schistomiasis, caused by parasitic worms, have also fallen dramatically!","Os casos de esquistossomose, causada por vermes parasitas, também caíram drasticamente!"
"Rewilding and river restoration has not only decreased methane emissions and regulated streamflows, but also decreased wildfire severity. Thank a beaver.","O reflorestamento e a restauração de rios não apenas diminuíram as emissões de metano e regularam os fluxos, mas também diminuíram a gravidade dos incêndios florestais. Agradece a um castor."
The Wretched Attack,Os Desgraçados Atacam
Permafrost Melting,Derretimento do Pergelissolo
Ancient Disease,Doença Antiga
The rapid rate of permafrost melting is releasing new methane and carbon dioxide into the atmosphere.,A rápida taxa de derretimento do pergelissolo está a libertar novo metano e dióxido de carbono na atmosfera.
It's one more source of emissions that we'll need to worry about.,É mais uma fonte de emissões com a qual precisamos de nos preocupar.
Unrest - Riots,Inquietação - Tumultos
How's My Planning?,Que tal a minha Planificação?
Protests against your plans have escalated into riots in some places.,"Os protestos contra os teus planos transformaram-se em tumultos, em alguns lugares."
See if you can turn things around...I don't like where this is going.,Vê se consegues mudar as coisas... Eu não gosto da direção disto.
Research Intro,Pesquisa Intro
Tutorial,Guia
We'll need help from various technologies and techniques to survive and flourish over the next century.,Precisaremos da ajuda de várias tecnologias e técnicas para sobreviver e prosperar no próximo século.
Plan items are represented as these cards here.,Os itens do plano são representados com estes cartões.
"Drag a card up into the scanner to add it to your plan, and hold it there to commit more [research] research points.",Passa um cartão no leitor para adicioná-lo ao teu plano e mantém-no lá para adicionar mais pontos de [research] investigação.
"If you change your mind, drag the card down to reset its points.","Se mudares de ideia, passa o cartão para baixo para remover pontos."
Here you can turn [political_capital] political capital into [research] research points and use that to set research priorities.,"Aqui podes transformar [political_capital] capital político em pontos de [research]
investigação e com isso definir prioridades de investigação."
"Not only new ones, but also the re-introduction and refinement of older ones too.","Não apenas novas, mas também a reintrodução e refinamento das anteriores."
Thwaites Glacier Collapses,Glaciar Thwaites Colapsa
A Rising Tide,Uma Maré Enchente
This is extremely dangerous as now the entire West Antarctic Ice Sheet is at risk.,"Isso é muito arriscado, pois agora todo o manto de gelo da Antártida Ocidental está em risco."
Back to the Land,De Volta ao Campo
A New Life,Uma Nova Vida
I packed up and left the city some time ago when the reruralization program started.,"Fiz as malas e deixei a cidade há algum tempo, quando começou o programa de reruralização."
"I love it. Hikes through the forests, volunteering on local farms, having time to swim and read...","Adoro. Caminhadas pelas florestas, voluntariado em fazendas locais, tempo para nadar e ler..."
I know many others share my experience.,Sei que muitos outros partilham a minha experiência.
"With the new train network, it's not too difficult for me to visit the city when I'm craving it.","Com a nova rede ferroviária, não é muito difícil visitar a cidade quando estou com vontade."
"I'd never seen myself living out in the country, but I was in a tough time and thought a fresh start might do me good.","Eu nunca me tinha imaginado a morar no campo, mas estava num momento difícil e pensei que um novo começo poderia fazer-me bem."
Ozone Depletion,Redução de Ozono
Under a White Sky,Sob um Céu Branco
We're seeing signs of ozone depletion at a worrying rate.,Estamos a ver sinais de destruição da camada de ozono num ritmo preocupante.
I suspect this may have to do with solar radiation management...,Suspeito que possa ter a ver com a gestão da radiação solar ...
Ally - The Malthusian,Aliado - O Malthusiano
Making Friends,A Fazer Amizades
You get it! I can see it!,Tu percebes! Sei que sim!
"There are too many! A lot of people are scared of that reality, but I can see that you aren't.","Existem muitos! Muitas pessoas têm medo dessa realidade, mas posso ver que tu não."
The Malthusian is now an [ally] ally. Population projects are substantially cheaper.,O malthusiano agora é um [ally] aliado. Projetos populacionais são mais baratos.
My party will join your coalition.,O meu partido juntar-se-á à tua coligação.
We need more planners like you to do what needs to be done.,Precisamos de mais administradores como tu para fazer o que precisa de ser feito.
"We can chase all the new technologies we want, or try to live in peace with nature...","Podemos perseguir todas as novas tecnologias que queremos, ou tentar viver em paz com a natureza..."
"but nothing changes the fact that it all comes down to people, people, people!","mas nada muda o facto de que tudo se resume a pessoas, pessoas, pessoas!"
Dancing Plague,Praga de Dança
"A Sick, Sick World",Um Mundo Muito Doente
"This happened once before in Europe during the 14th century, no one knows for sure why it started.","Isso já aconteceu antes na Europa durante o século XIV, ninguém sabe ao certo como é que começou."
Perhaps the compulsive dancing allows some relief from stress and grinding poverty.,Talvez a dança compulsiva permita algum alívio do stress e da pobreza opressiva.
"Maybe it's a dance craze, but my professional opinion is that people are too anxious. We've got to do something to make people's lives easier","Talvez seja uma mania de dança, mas na minha opinião profissional, as pessoas estão muito ansiosas. Temos que fazer algo para facilitar a vida delas."
Nemesis - The Posadist,Nêmesis - O Posadista
Making Enemies,A Fazer Inimigos
I feel like you're missing the bigger picture.,Eu sinto que te estás a focar muito nos detalhes.
"You've kind of got tunnel vision with this whole earth stuff, don't you think?","Tens um pouco de visão em túnel com estas coisas da terra, não tens?"
The only way we can truly achieve communism is through first contact.,A única maneira de realmente alcançarmos o comunismo é através do primeiro contato.
We need to reach out to other lifeforms and see what they can teach us.,Precisamos de comunicar com outras formas de vida e descobrir o que elas nos podem ensinar.
The Posadist is now a [nemesis] nemesis.,O Posadista é agora um [nemesis] inimigo.
Novel Disease,Nova Doença
"A Sick, Sick World",Um Mundo Muito Doente
"Well, it happened again. This new disease also appears zoonotic in origin.","Bem, aconteceu de novo. Esta nova doença também parece de origem zoonótica."
High land use or livestock production increase the risk of this problem...,O uso intensivo da terra ou a produção pecuária aumentam o risco deste problema...
...maybe you can take a look at those?,...talvez possas ver melhor do que se trata?
There are too many people in this world anyway.,"Há demasiadas pessoas neste mundo, de qualquer das formas."
Flooding - Intro,Inundações - Intro
Natural Disasters,Desastres Naturais
"Once-in-a-decade heavy rains have now become commonplace, leading to overflowing rivers capable of destroying hundreds of homes.","As chuvas torrenciais que ocorrem uma vez a cada década tornaram-se comuns, levando ao transbordamento de rios capazes de destruir centenas de casas."
"If you can do anything to lower the temperature, we should see fewer of these events.","Se puderes fazer qualquer coisa para diminuir a temperatura, devemos ver menos destes acontecimentos."
Declining Agricultural Yields,Resultados Agrícolas em Declínio
Rotten Harvest,Colheita Perdida
Some crops are doing well with the heat and extra CO2 in the air...,Algumas culturas até gostam do calor e o CO₂ extra no ar...
..but overall yields are down and they'll just get worse the warmer it gets!,..mas os rendimentos gerais estão baixos e eles só vão piorar quanto mais quente ficar!
...but they also make things worse in the long-run.,...mas também pioram as coisas a longo prazo.
Industrialized agriculture and vertical farming are the most resilient against these temperatures...,A agricultura industrializada e a agricultura vertical são as mais resistentes a essas temperaturas...
You need to cool things off--fast--or we'll be seeing a lot of hungry people.,Precisas de arrefecer as coisas - e rápido - ou veremos muitas pessoas famintas.
Ally - The Environmentalist,Aliado - O Ambientalista
Making Friends,A Fazer Amizades
You seem like someone who loves nature.,Tens cara de quem ama a natureza.
It's all about ~harmony~.,É tudo uma questão de ~harmonia~.
"Anyway, my party is joining your coalition, since I think we feel the same way.","Bom, o meu partido vai juntar-se à tua coligação, pois acho que sentimos o mesmo."
You also seem like someone who still recognizes that we're not trying to drive ourselves to extinction just to save it.,"Também pareces alguém que ainda reconhece que não estamos a tentar levar-nos à extinção
apenas para salvá-la."
The Environmentalist is now an [ally] ally. Restoration projects are substantially cheaper.,O Ambientalista é agora um [ally] aliado. Os projetos de restauração são substancialmente mais baratos.
We gotta find a way to live ~harmoniously~ with nature.,Temos que encontrar uma maneira de viver ~harmoniosamente~ com a natureza.
Production Shortage,Escassez de Produção
Uh oh--it looks like there are some production shortages.,Ai - parece que há alguma escassez de produção.
You may need to change your production mixes to compensate for resource limitations.,Podes ter que alterar a tua composição de produção para compensar as limitações de recursos.
You can tap the pulsing [alert] alert icon for more information.,Podes tocar no ícone de [alert] alerta pulsante para obter mais informações.
Australian 'Dinosaur Trees' Destroyed in Wildfire,"Incêndio destrói ''Árvores Dinossauro"" na Austrália"
Wildfires,Incêndios
"The Wollemi pines have existed for 200 millions years, but the last natural forest was recently destroyed in a wildfire.","Os pinheiros Wollemi existiam há 200 milhões de anos, mas a última floresta natural foi recentemente destruída por um incêndio."
Leather Underground - Attacks,Justiça de Cabedal - Ataques
The Leather Underground,Justiça de Cabedal
We gave you a nice warning about banning meat and you've ignored us.,Nós demos-te um bom aviso sobre a proibição de carne e ignoraste-o.
Maybe you'll listen now?,Talvez ouças agora?
Coup,Golpe
The End,O Fim
"I'm sorry, planner, but your access rights to the Gosplant planning interface have been revoked.","Peço desculpas, mas os teus direitos de acesso à interface de planificação Gosplant foram revogados."
They are replacing you with someone else.,Vão substituir-te por outra pessoa.
You've run out of [political_capital] political capital...and lost the backing of members of parliament.,Ficaste sem capital político [political_capital]... e perdeste o apoio dos membros do parlamento.
NPC guidance - Ecologist,Conselho de NPC - Ecologista
Commentary,Comentário
The benefits of rewilding reduces the likelihood of more zoonotic disease.,Os benefícios da renaturalização reduzem a probabilidade de mais doenças zoonóticas.
How is that?,Como?
Clearing of otherwise undisturbed land to make room for things like industrial farming opens up opportunities for the transmission of pathogens from animals to humans.,A limpeza de terras intocadas para dar lugar a atividades como a agricultura industrial abre oportunidades para a transmissão de patógenos de animais para humanos.
"Well, the emergence of zoonotic diseases is closely related to ecological disturbance.","Bem, o surgimento de doenças zoonóticas está intimamente relacionado à perturbação ecológica."
Uranium Running Out,Urânio a Esgotar-se
Running Out,Esgotamento
"Wow, uranium stocks have been run down fast by the massive increase in reactors worldwide. At this rate, we'll run out of high-quality uranium ore in twenty years.","Uau, as reservas de urânio foram rapidamente reduzidas pelo aumento maciço de reatores pelo mundo todo. Neste ritmo, ficaremos sem minério de urânio de alta qualidade em vinte anos."
"If you want to keep the lights on, you better find alternative energy sources. If you want to stick with nuclear, we better do a crash course in researching fusion, fast-breeders, or thorium reactors.","Se quiseres manter as luzes acesas, é melhor encontrares fontes alternativas de energia. Se quiseres ficar com a energia nuclear, é melhor fazermos um curso intensivo em investigação de fusão, reprodutores rápidos ou reatores de tório."
Rotational Grazing,Rotação de Pastagens
This didn't really do much.,Não fez muita diferença.
Year without a Summer,Ano sem um Verão
Under a White Sky,Sob um Céu Branco
"In 1816, a volcanic eruption cooled the global climate and caused widespread famine. The ""year without a summer"" inspired Mary Shelley's Frankenstein.","Em 1816, uma erupção vulcânica arrefeceu o clima global e causou fome generalizada. O ""ano sem verão"" inspirou «Frankenstein», de Mary Shelley."
So exciting!,Tão emocionante!
Maybe we'll get another great novel out of this...,Talvez consigamos outro grande romance com isto...
Environmental Injustice - Unconventional Oil,Injustiça Ambiental - Petróleo Não Convencional
Desperate Times,Época de Desespero
Regulation and permits did nothing to control tailings waste from making its way into the water supply.,A regulamentação e as licenças não fizeram nada para impedir que os resíduos de rejeitos chegassem ao abastecimento de água.
Mountain Gorilla Declared Extinct,Gorila-Das-Montanhas Declarado Extincto
Gone Forever,Perdido
This is a betrayal of our primate family; a wound that can never be healed.,Esta é uma traição à nossa família de primatas; uma ferida que nunca poderá ser curada.
Nemesis - The Environmentalist,Nêmesis - O Enviromentalista
Making Enemies,A Fazer Inimigos
You need to do more to protect the natural world.,Tens que fazer mais para proteger o mundo natural.
The Environmentalist is now a [nemesis] nemesis.,O Ambientalista é agora um [nemesis] inimigo.
I don't like getting angry but you're really pushing it.,"Eu não gosto de ficar com raiva, mas estás a abusar."
I've gotta put my foot down.,Tenho que pôr o meu pé no chão.
Too Hot to Work,Demasiado Quente para Trabalhar
Crucible Earth,Planeta Cadinho
"Wow, two dozen countries suffered from record heat-waves, some topping 50°C for weeks.","Uau, duas dúzias de países sofreram com ondas de calor recordes, algumas chegando a 50°C por semanas."
We need a better solution.,Precisamos de uma solução melhor.
It isn't safe for people to work in these temperatures.,Não é seguro as pessoas trabalharem com estas temperaturas.
"There are ways to cool down, but they can only help so much.","Existem maneiras de arrefecer, mas não são milagrosas."
Disease Outbreak,Surto de Doença
Silent Spring,Primavera Silenciosa
A Dying Planet,Um Planeta Moribundo
Pesticides from industrial agriculture have spread through the ecosystem with devastating consequences.,Pesticidas vindos da agricultura industrial espalharam-se pelo ecossistema com consequências devastadoras.
"It was as Rachel Carson foretold: 'on the mornings that had once throbbed with the dawn chorus of robins, catbirds, doves, jays, wrens, and scores of other bird voices there was now no sound; only silence lay over the fields and woods and marsh.'","Foi como Rachel Carson previu: 'o nascer do dia, que noutros tempos palpitava como coro matinal dos pintarroxos, dos gaios, das carriças e dos pombos, e de muitos outros pássaros, era agora calado: só o silêncio estava sobre os campos, os campos, os bosques, e os pântanos.'"
Chthulucene,Chthuluceno
A New Life,Uma Nova Vida
"As Donna Haraway once said, 'Tentacularity is about life lived along lines ...  not at points, not in spheres.'","Como Donna Haraway disse uma vez, 'Tentacularidade é sobre a vida vivida ao longo de linhas... não em pontos, não em esferas.'"
"We are all compost, not posthuman.","Somos todos composto, não pós-humanos."
Ice Sheet Tsunami,Tsunami de Manto de Gelo
Natural Disasters,Desastres Naturais
A tsunami from the recent ice sheet collapse has caused incredible devastation.,Um tsunami do recente colapso do manto de gelo causou uma devastação brutal.
Some scientists hypothesized that melting ice sheets could trigger an earthquake as the Earth's crust rises.,Alguns cientistas levantaram a hipótese de que o derretimento das camadas de gelo poderia desencadear um terremoto à medida que a crosta terrestre se elevasse.
If only this could have been avoided...,Se ao menos isso pudesse ter sido evitado...
Epidemic Y: The Big One,Epidemia X: A Grande
"A Sick, Sick World",Um Mundo Muito Doente
This outbreak is much much worse than anything we've seen before...,"Este surto é muito, muito pior do que qualquer coisa que já vimos antes ..."
We need to do something about that.,Precisamos de fazer algo a respeito.
The mortality rate could be as high as 50%. We have estimates of one billion deaths coming in.,A taxa de mortalidade pode chegar a 50%. Temos estimativas de mil milhões de mortes futuras.
"As long as we have animal husbandry and a biodiversity crisis, these epidemics can keep on happening.","Enquanto tivermos pecuária e uma crise de biodiversidade, estas epidemias podem continuar."
Processes Intro,Processos - Intro
Tutorial,Guia
We have a wide array of processes to produce two critical resources: [food] food and [energy] energy.,Temos uma ampla gama de processos para produzir dois recursos críticos: [food] alimentos e [energy] energia.
Why don't you try changing some process mixes now?,Por que não mudar algumas composições de processos agora?
Different processes have different benefits and drawbacks.,Diferentes processos têm diferentes vantagens e desvantagens.
"And some require certain feedstocks, like [oil] oil or [uranium] uranium, that could become degraded. So keep an eye on those.","E alguns exigem certas matérias-primas, como  [oil] petróleo ou [uranium] urânio, que
podem degradar-se. Então, fica de olho neles."
"If you need any more information about a process, just tap on it to flip it.","Se precisares de mais informações sobre um processo, basta clicar nele para consultá-lo."
"Some may require much more [land] land or more [energy] energy, for example.","Alguns podem exigir muito mais [land] terra  ou mais [energy] energia, por exemplo."
"Of course, it will take time to make all of these changes.","Claro, levará tempo para fazer todas estas mudanças."
Here you can change the [mix_token] production mix for each of these resources.,Aqui podes alterar a composição de produção [mix_token] para cada um destes recursos.
Wildfires - Intro,Incêndios Florestais -  Intro
Natural Disasters,Desastres Naturais
Wildfires are growing in frequency and severity.,Os incêndios florestais estão a aumentar em frequência e gravidade.
For now we'll track these events on the globe.,"Por enquanto, vamos acompanhar estas ocorrências no globo."
So don't be surprised if people,"Portanto, não te surpreendas se as pessoas"
We have to lower temperatures quickly and introduce natural solutions to manage this problem.,Temos de baixar as temperaturas rapidamente e introduzir soluções naturais para controlar este problema.
"There are several communities that live in high fire zones, when their homes are burn down they are displaced for long periods of time, some are never able to secure stable housing afterwards..","Existem várias comunidades que vivem em zonas de alto risco de incêndio; quando as suas casas ficam destruídas, elas são deslocadas por longos períodos de tempo. Algumas nunca conseguem garantir moradia estável, depois."
That's right. You can look through some options at the next planning session.,Isso mesmo. Podes examinar algumas opções na próxima sessão de planificação.
"Whole towns are suffering from PTSD, this is a mental health crisis!","Cidades inteiras estão a sofrer de PTSD, é uma crise de saúde mental!"
Team up with a mental health startup to provide teletherapy.,Faz parceria com uma startup de saúde mental para oferecer teleterapia.
"Wildfires, of course, make it harder for people to live in an area.","Incêndios florestais, é claro, tornam mais difícil para as pessoas viverem numa área."
"Most of the people effected are elderly and not tech savy, they are suspicious of ""apps"" and think they are talking to a robot.","A maioria das pessoas afetadas são idosas e não conhecedoras de tecnologia, suspeitam de ""aplicações"" e pensam que estão a falar com um robô."
Brownouts - Intro,Semi Apagões - Intro
Power Hungry,Fome de Poder
We're having a really hard time keeping the power flowing...,Estamos com muita dificuldade em manter a energia em fluxo...
You ought to figure out some way to bring more stability--maybe changing where we get our power from?,Devias descobrir alguma maneira de trazer mais estabilidade - talvez mudando a fonte dessa energia?
...there's just not enough reliable power to go around.,...simplesmente não há energia confiável suficiente para circular.
"Or reducing energy consumption? Or increasing the battery network? Whatever it is, do it fast!","Ou reduzir o consumo de energia? Ou aumentar a rede de baterias? Seja o que for, tem que ser rápido!"
Copper Shortage,Escassez de Cobre
Desperate Times,Época de Desespero
The mass electrification initiative is stretching existing copper production to its limit.,A iniciativa de eletrificação em massa está a levar a produção de cobre existente ao seu limite.
Even with recycling there just isn't enough to meet our needs.,"Mesmo com a reciclagem, não há o suficiente para atender às nossas necessidades."
We've developed new mines and expanded existing ones wherever residents consented.,Desenvolvemos novas minas e expandimos as existentes onde quer que os moradores consentiram.
But that hasn't been enough. What should we do?,Mas isso não foi o suficiente. O que devemos fazer?
We need this to happen--expand the mines!,Precisamos disto-expande as minas!
We can't force more mines on people. Let the project take longer.,Não podemos impor mais minas às pessoas. Deixa o projeto demorar mais.
Mushrooms at the End of the World,Cogumelos no Fim Do Mundo
A Dying Planet,Um Planeta Moribundo
"The extinction rate is high, the world is warming...","A taxa de extinção está alta, o mundo está a aquecer..."
"Such as the delicious matsutake mushroom, which only grows in disturbed forests.","Como o delicioso cogumelo matsutake, que só cresce em florestas perturbadas."
We must learn to appreciate the unexpected boons...,Devemos aprender a apreciar as bênçãos inesperadas...
"Yet, ecofeminist scholarship teaches us to reconcile ourselves to living in a world of ruins.","No entanto, os estudos ecofeministas ensinam-nos a reconciliar-nos com a vida num mundo de ruínas."
Permafrost Pandemic,Pergelissolo Pandêmico
Ancient Disease,Doença Antiga
What a waste of life! What a tragedy!,Que desperdício de vidas! Que tragédia!
"A tragedy, sure, but also an opportunity...","Uma tragédia, claro, mas também uma oportunidade..."
Parliament Intro,Parlamento Intro
Tutorial,Guia
Your plans will benefit from having others on board.,Os teus planos beneficiar-se-ão de ter outros a bordo.
...that's right...,... isso mesmo...
"Not if we let human nature run its course! This is a time of urgency, and we have to act swiftly.",Não se deixarmos a natureza humana seguir o seu curso! Este é um momento de urgência e temos de agir rapidamente.
"Yes, exactly!","Sim, exatamente!"
nothing so drastic is necessary...we finally can unleash technology from the yoke of capitalism...,não é necessário algo tão drástico... finalmente podemos libertar a tecnologia do domínio do capitalismo...
Some projects will require a majority coalition in parliament to implement.,Alguns projetos exigirão uma coligação majoritária no parlamento para serem implementados.
Hm.,Hm.
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.","Bem, independentemente, lembra-te que estas pessoas vão amar ou odiar-te por isso."
Tap on a party to learn more.,Clica num partido para saberes mais.
...,...
Symbiosis with nature is crucial.,Simbiose com a natureza é crucial.
A hard line is necessary!,É necessário disciplina!
Technology is the key to liberation.,Tecnologia é a chave para a libertação.
That means taking the hard route that others might frown upon. Don't you agree?,Isso significa seguir o caminho difícil de que outros podem desaprovar. Não achas?
We have a unique opportunity to reshape our relationship with nature and each other.,Temos uma oportunidade única de reformular nossa relação com a natureza e uns com os outros.
Hm.,Hm.
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.","Bem, independentemente, lembra-te que estas pessoas vão amar ou odiar-te por isso."
Hello planner! What an exciting time.,"Olá, planificador! Que momento emocionante."
Some parties have special abilities that can help as well.,Alguns partidos têm habilidades especiais que também podem ajudar.
"Other parties (shown here) may join your coalition as [ally] allies, depending on what you add to your plan.","Outros partidos (mostrados aqui) podem juntar-se à tua coligaçaão como [ally] aliados, dependendo do que adicionares ao teu plano."
Hm.,Hm.
"Anyways, let's head over to the ""Stats"" tab now.","Enfim, vamos ver a aba de ""Estatísticas"""
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.","Bem, independentemente, lembra-te que estas pessoas vão amar ou odiar-te por isso."
"Anyways, let's head over to the ""Stats"" tab now.","Enfim, vamos ver a aba de ""Estatísticas"""
I'm glad we see eye-to-eye.,Estou feliz de nos entendermos.
...creating such abundance that our worst instincts become irrelevant...,...criando tal abundância que nossos piores instintos se tornam irrelevantes...
Day Zero - Water Restrictions Needed Soon,Dia Zero - Previsão de Racionamento de Água
Running Out,Esgotamento
It looks like an increasing number of places are running out of clean water. Things are getting ugly.,Parece que um número crescente de lugares está a ficar sem água limpa. As coisas estão a ficar feias.
Do what you can to both increase supply of fresh water and to lower demands on it.,Faz o que conseguires para aumentar a oferta de água doce e diminuir a sua demanda.
Coal Running Out,Carvão a Esgotar-se
Running Out,Esgotamento
"I didn't think it was possible, but it seems we will run out of viable coal reserves in twenty years if we keep it up.","Não pensei que fosse possível, mas parece que vamos ficar sem reservas viáveis de carvão em vinte anos, se continuarmos assim."
I suggest you build up a new energy system quickly.,Sugiro que você construa um novo sistema de energia rapidamente.
Fish Populations Collapse,Populações de Peixes Colapsam
A Dying Planet,Um Planeta Moribundo
Ocean acidification and over-fishing have led to declines in marine population that may be hard to recover from.,A acidificação dos oceanos e a pesca excessiva levaram a declínios na população marinha que podem ser difíceis de recuperar.
"But if your concern is feeding people, I suppose","Mas se tua preocupação é alimentar as pessoas, suponho"
This will no doubt have reverberations throughout various food webs.,Isto sem dúvida repercutirá em várias teias alimentares.
Global Equality,Igualdade Global
A New Life,Uma Nova Vida
"I never truly believed it was possible, but we have achieved real equality for all of humanity!","Eu nunca acreditei mesmo que fosse possível, mas alcançamos a igualdade para toda a humanidade!"
Migrations - Borders,Migrações - Fronteiras
Migrations,Migrações
Our homes are so inhospitable...,As nossas casas são tão inóspitas...
we are desperate to find safety for our families.,estamos desesperados para encontrar segurança para nossas famílias.
"No one can leave, try as we might!","Ninguém pode sair, por mais que tentemos!"
How can you allow this to happen?,Como podes permitir que isto aconteça?
These damn borders have turned out region into a death sentence!,Estas malditas fronteiras transformaram a região em uma sentença de morte!
Locust Infestation,Infestação de Gafanhotos
Rotten Harvest,Colheita Perdida
They've eaten everything... blotted out the sun.,Eles comeram tudo... apagaram o sol.
I've never witnessed anything like it. It's as if hell had risen to Earth.,Eu nunca testemunhei nada parecido. É como se o inferno tivesse subido para a Terra.
Welcome Back,Bem Vindo de Volta
Tutorial,Guia
"Welcome--You seem to know your way around here, so I'll just get out of your way!","Boas vindas! Tu pareces saber o que fazer, então vou sair do teu caminho!"
Thanks.,Obrigado.
Could you explain everything again?,Podes explicar tudo outra vez?
SRM - Fleet Shot Down,GRS - Frota Abatida
Under a White Sky,Sob um Céu Branco
Attention: We have commandeered an anti-aircraft battery.,Atenção: Nós requisitamos uma bateria antiaérea.
Oh no.,Oh não.
We tried reasoning with you but you ignored us--this is the only thing we can do.,"Tentámos argumentar, mas tu ignoraste-nos é a única coisa que podemos fazer."
It's a matter of our survival.,É uma questão da nossa sobrevivência.
We will immediately begin shooting down the solar radiation management fleet that have disrupted our region's monsoons.,Começaremos imediatamente a derrubar a frota de gestão de radiação solar que interrompeu as monções de nossa região.
The temperature effects from the solar radiation management project will be undone almost immediately...,Os efeitos da temperatura do projeto de gestão de radiação solar serão desfeitos quase imediatamente..
Torches and Pitchforks Outside Your Window...,Tochas e Forcados á tua Porta
The End,O Fim
People are not happy with your performance...[hud_contentedness] outlook is really low.,As pessoas não estão satisfeitas com o teu desempenho...[hud_contentedness] as perspectivas são muito baixas.
A mob has raided our building! They're looking for you.,Uma multidão invadiu o nosso edifício! Eles estão à tua procura.
Any last words?,Últimas palavras?
Scum! This is the only way to save the planet!,Escumalha! Esta é a única forma de salvar o planeta!
I did what I thought was best.,Fiz o que achei melhor.
I didn't know what I was doing!,Não sabia o que estava a fazer!
