English,Translation
We rewilded the local golf course. I don't even miss the game as I got into birding instead.,เราเปลี่ยนสนามกอล์ฟในท้องถิ่นให้เป็นป่า ถึงยังไงฉันก็ได้ใช้สนามอยู่ดี เพราะหันมาสนใจการดูนกแทน
The Leather Underground Attack,กลุ่มปฏิวัติจู่โจม
Environmental Injustice - Rare Earth Metals,ความอยุติธรรมด้านสิ่งแวดล้อม - โลหะหายากจากโลก
Poisoned Land,ผืนดินเปื้อนพิษ
My town has become contaminated by the old tailings leaking into the ground water. People are dying.,เมืองของฉันปนเปื้อนด้วยหางแร่เก่าที่รั่วลงสู่น้ำบาดาล ผู้คนกำลังจะตาย
There needs to be a major global program to remediate abandoned mines.,จำเป็นต้องมีโครงการใหญ่ระดับโลกเพื่อฟื้นฟูเหมืองที่ถูกทิ้งร้าง
"There used to be a lot of rare earth mining around here, but it's long been abandoned.",เคยมีการขุดแร่หายากอยู่มากมายแถวนี้ แต่มันถูกทิ้งร้างไปนานแล้ว
But those damn pigs never cleaned anything up! And now we're being poisoned because of it.,แต่พวกหมูเวรนั่นไม่เคยสะอาดเลย! ตอนนี้เราก็เลยต้องมาทนอยู่กับความเป็นพิษ
Ally - The Animal Liberationist,พันธมิตร - นักปลดปล่อยสัตว์
Making Friends,หาเพื่อน
I feel like you truly have the interest of non-human life at heart.,ฉันรู้สึกว่าคุณมีความสนใจในสิ่งมีชีวิตที่ไม่ใช่มนุษย์อย่างแท้จริง
The Animal Liberationist is now an [ally] ally. Food projects are much cheaper.,ตอนนี้นักปลดปล่อยสัตว์เป็น [ally] พันธมิตรแล้ว โครงการอาหารมีราคาถูกลง
Not many feel the same way...,มีไม่กี่คนที่รู้สึกแบบเดียวกัน...
My party will join your coalition.,พรรคของฉันจะเข้าร่วมแนวร่วมของคุณ
Non-humans will finally have a voice in government!,ในที่สุด สิ่งที่ไม่ใช่มนุษย์ก็จะมีสิทธิ์มีเสียงในรัฐบาล!
Ally - The Authoritarian,พันธมิตร - เผด็จการ
Making Friends,หาเพื่อน
I appreciate how well we've worked together...,ฉันรู้สึกซาบซึ้งที่เราทำงานร่วมกันได้ดี...
We know what's best for humanity and the natural world...,เรารู้ว่าอะไรดีที่สุดสำหรับมนุษยชาติและโลกธรรมชาติ...
but the other parties just get in the way.,แต่อีกฝ่ายกลับขวางทาง
If we suspend parliament we could implement our plans without any obstruction.,ถ้าเราระงับรัฐสภาเราก็สามารถดำเนินการตามแผนของเราได้โดยไม่มีอุปสรรคใด ๆ
I have a proposal to take our relationship to the next level.,ฉันมีข้อเสนอที่จะยกระดับความสัมพันธ์ของเราขึ้นไปอีกระดับ
"I have an idea, something we tried back in the 2010s against the anti-frackers...",ฉันมีไอเดีย มันเกี่ยวกับสิ่งที่เราพยายามทำไปในปีค.ศ. 2010 เพื่อต่อต้านพวกต่อต้านการขุดหาน้ำมัน...
Aren't your enemies so irritating? What can we do to restrict their reach?,ศัตรูของคุณไม่น่ารำคาญเหรอ? เราจะทำอย่างไรดีเพื่อจำกัดการเข้าถึงของพวกเขา?
The Authoritarian is now an [ally] ally. You won't lose if contentedness dips below 0.,ตอนนี้เผด็จการเป็น [ally] พันธมิตรแล้ว คุณจะไม่แพ้ถ้าความพอใจลดลงต่ำกว่า 0
Ocean Microorganisms,จุลินทรีย์ในมหาสมุทร
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
Earth Liberation Front - Attacks,แนวร่วมปลดปล่อยโลก - โจมตี
Earth Liberation Front,แนวหน้าขบวนการปลดแอกโลก
"Planner--we told you to leave the earth-killing Accelerationist behind, but you wouldn't listen.",นักวางแผน เราบอกให้คุณตัดความสัมพันธ์กับพวกนักก้าวหน้านิยมที่กำลังฆ๋าโลกเราไปเสีย แต่คุณไม่ฟัง
Now we're left with no other choice but to strike at the heart of your grotesque industry!,ตอนนี้เราไม่เหลือทางเลือกอื่นนอกจากการบุกเข้าสู่ใจกลางอุตสาหกรรมสุดพิสดารของคุณ!
Clean Air,อากาศบริสุทธิ์
A New Life,ชีวิตใหม่
The tests are in!,บททดสอบมาถึงแล้ว!
"So many fewer respiratory illnesses and other complications, saving millions of lives a year.",โรคทางเดินหายใจและภาวะแทรกซ้อนอื่น ๆ ลดน้อยลงมาก ซึ่งช่วยชีวิตคนได้นับล้านคนต่อปี
People seem happier now. Keep up the good work!,ตอนนี้มวลชนดูมีความสุขมากขึ้น ดีแล้ว ทำต่อไป!
"My skin feels so much better, and my daughter has barely needed her inhaler in recent years.",ผิวของฉันรู้สึกดีขึ้นมาก และลูกสาวของฉันก็แทบไม่ต้องใช้ยาพ่นเลยในช่วงไม่กี่ปีที่ผ่านมานี้
Declining fossil fuel combustion has meant a drastic drop in air pollution.,การเผาไหม้เชื้อเพลิงฟอสซิลที่ลดลงส่งผลให้มลพิษทางอากาศลดลงอย่างมาก
"So many fewer respiratory illnesses and other complications, saving millions of lives a year.",โรคทางเดินหายใจและภาวะแทรกซ้อนอื่น ๆ ลดน้อยลงมาก ซึ่งช่วยชีวิตคนได้นับล้านคนต่อปี
Millions of Climate Refugees on the Move,ผู้ลี้ภัยสภาพภูมิอากาศหลายล้านคนกำลังเดินทาง
Migrations,การอพยพ
"What a disaster! All those people had to leave their homes and try to make a new life in the cooler, more stable parts of the world.",ช่างเป็นหายนะ! ผู้คนเหล่านั้นทั้งหมดต้องพลัดจากบ้านและพยายามสร้างชีวิตใหม่ในพื้นที่ที่เย็นกว่าและมั่นคงกว่า
Don't be a fool. It's their fault they didn't adapt or prove resilient in these hard times. I say we keep them out.,อย่าโง่ไปหน่อยเลย พวกเขาผิดเองที่ไม่ยอมปรับตัว หรือไม่ก็ไม่มีความยืดหยุ่นเพื่อต่อกรกับเหตุการณ์ยากลำบากแบบนี้ ฉันว่าเราควรกันพวกเขาออกไปจะดีกว่า
"We should help them, even if it will make things difficult for us here.",เราควรช่วยพวกเขาแม้ว่ามันจะทำให้เราลำบากขึ้นก็ตาม
Initiatives Intro,ปฐมบทการริเริ่ม
Tutorial,หนังสือคู่มือ
"Large-scale projects, like mass electrification or geoengineering schemes, will help provide the foundation for a better world.",โครงการขนาดใหญ่ เช่น แผนการใช้พลังงานไฟฟ้าจำนวนมากหรือวิศวกรรมทางภูมิศาสตร์ จะช่วยสร้างรากฐานสำหรับโลกที่ดีกว่า
"Just like with Research cards, swipe these up to scan them and add [initiative] infrastructure points.",เช่นเดียวกับการ์ดการวิจัย ให้ลากขึ้นมาเพื่อสแกนและเพิ่มคะแนน [initiative] โครงสร้างพื้นฐาน
Here you can turn [political_capital] political capital into [initiative] infrastructure points and use that to set build these projects.,ณ จุดนี้ คุณสามารถเปลี่ยน [political_capital] ทุนทางการเมืองให้เป็นคะแนน [initiative] โครงสร้างพื้นฐานและนำมาสร้างโครงการเหล่านี้
Sabotage,การก่อวินาศกรรม
Desperate Times,ช่วงเวลาชวนสิ้นหวัง
People aren't happy with the way things are going...,ผู้คนไม่พอใจกับสิ่งที่เกิดขึ้น...
...they're wrecking factories and laboratories in protest.,...พวกเขากำลังทำลายโรงงานและห้องปฏิบัติการเพื่อประท้วง
This will make your plans harder to implement...,นี่จะทำให้แผนของคุณดำเนินการได้ยากขึ้น...
First 100m-Inhabitant City,100 เมตรแรก เมืองอยู่ได้
A New Life,ชีวิตใหม่
Incredible. The greatest city our planet has ever known...,ช่างน่าเหลือเชื่อ เป็นเมืองที่ยิ่งใหญ่ที่สุดในโลกของเราเท่าที่เคยมีมาเลย...
More like a vast networked ecology than anything designed by a human.,เหมือนกับระบบนิเวศที่มีเครือข่ายอันกว้างใหญ่มากกว่าสิ่งอื่นใดที่ออกแบบโดยมนุษย์
Seems more like a rat's nest to me...,ฉันว่ามันดูเหมือนรังหนูมากกว่านะ...
Passed On,ส่งต่อ
The End,จุดจบ
The world was divided over your death...,โลกแตกแยกเพราะความตายของคุณ...
"Some mourned the loss of someone with tremendous potential, while others cheered the death of a misguided tyrant.",บางคนคร่ำครวญถึงการสูญเสียบุคคลที่มีศักยภาพมหาศาล ในขณะที่คนอื่น ๆ เฉลิมฉลองการตายของเผด็จการที่หลงผิด
And the anxious fear of a changing planet still haunted the world.,และความหวาดกลัวต่อการเปลี่ยนแปลงของสภาพดาวโลกก็ยังคงหลอกหลอนโลกต่อไป
If only you could have done more...,ถ้าเพียงแต่คุณสามารถทำได้มากกว่านี้...
Feminist Citizen-Scientists,นักวิทยาศาสตร์สายสตรีนิยม
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
We can't build homes on top of toxic land fills or near nuclear power plants.,เราไม่ควรสร้างบ้านบนหลุมฝังกลบขยะพิษหรือใกล้โรงไฟฟ้านิวเคลียร์
We need to shift more quickly to renewable energy!,เราจำเป็นต้องเปลี่ยนมาใช้พลังงานหมุนเวียนให้เร็วขึ้น!
The ecofeminist movement is strong and will mobilize quickly against environmental injustices.,ขบวนการสตรีนิเวศนิยมมีความแข็งแกร่งและจะเคลื่อนไหวอย่างรวดเร็วเพื่อต่อต้านความอยุติธรรมด้านสิ่งแวดล้อม
Nemesis - The Authoritarian,ศัตรู - เผด็จการ
Making Enemies,สร้างศัตรู
You're digging your own grave.,คุณกำลังขุดหลุมฝังตัวเอง
The Authoritarian is now a [nemesis] nemesis.,ตอนนี้เผด็จการกลายเป็น [nemesis] ศัตรูแล้ว
Without force we'll never save the planet.,หากไม่มีกองกำลัง เราก็จะไม่มีวันกอบกู้โลกได้
Your plans mean nothing if you let people's ignorance and impulsiveness run loose.,แผนของคุณจะไม่มีความหมายอะไรหากคุณปล่อยให้ความไม่รู้และความหุนหันพลันแล่นของผู้คนหลุดลอยไป
It's for the best.,เพื่อเป้าหมายที่ดีที่สุด
Riots,การจลาจล
Ocean Plastic Weighs More than World's Fish,พลาสติกในมหาสมุทรมีน้ำหนักมากกว่าปลาทั้งโลก
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
"Well, this is an upsetting milestone: ocean plastic weighs more than fish.",นี่เป็นเหตุการณ์สำคัญที่น่าสะเทือนใจ เนื่องจากพลาสติกในมหาสมุทรมีน้ำหนักมากกว่าปลาอีก
We still rely too heavily on fossil fuels and plastics!,เรายังพึ่งพาเชื้อเพลิงฟอสซิลและพลาสติกมากเกินไป!
The Ark Proposal,ข้อเสนอเรืออาร์ค
Gone Forever,จากไปตลอดกาล
Biodiversity has been plummeting...,ความหลากหลายทางชีวภาพลดลง...
"I don't know if it will work, but it's worth a try.",ฉันไม่รู้ว่ามันจะได้ผลหรือเปล่า แต่มันก็คุ้มค่าที่จะลอง
But there may be something we can try.,แต่อาจมีบางอย่างที่เราลองได้
...in case the worst should come to pass.,...เผื่อกรณีที่เลวร้ายที่สุดเกิดขึ้น
I'm afraid that most of Earth's species will be lost forever.,ฉันเกรงว่าสายพันธุ์ส่วนใหญ่ที่อยู่บนโลกจะหายไปตลอดกาล
What can we do?,พวกเราทำอะไรได้บ้าง?
It would have been better if we could have stopped extinctions from happening at all.,จะดีกว่าไหมถ้าเราสามารถหยุดการสูญพันธุ์ไม่ให้เกิดขึ้นได้เลย
I propose a project to collect and store DNA samples of earth's remaining biodiversity...,ฉันขอเสนอโครงการรวบรวมและเก็บตัวอย่าง DNA ของนานาชีวพันธุ์ที่เหลืออยู่ในโลก...
More and More Mega-Dams,เพิ่มเขื่อนยักษ์ให้มากขึ้น
Power Hungry,กระหายพลังงาน
Our reliance on hydropower as a major source of energy has meant the construction of several mega-dams across the world's waterways.,การที่เราพึ่งพาไฟฟ้าพลังน้ำในฐานะแหล่งพลังงานหลักได้หมายถึงการก่อสร้างเขื่อนขนาดใหญ่หลายแห่งทั่วน่านน้ำของโลก
"As reservoirs fill, upstream forests are flooded, eliminating their function as carbon sinks.",เมื่ออ่างเก็บน้ำเต็ม ป่าต้นน้ำก็จะถูกน้ำท่วม ทำให้ไม่อาจทำหน้าที่เป็นแหล่งกักเก็บคาร์บอนได้
"The dam constructed on the border between Paraguay and Brazil in the 1970s and 1980s, resulted in a 70 percent loss of biodiversity.",เขื่อนแห่งนี้ที่สร้างขึ้นบริเวณชายแดนระหว่างปารากวัยและบราซิลในช่วงทศวรรษ 1970 และ 1980 ได้ทำให้ความหลากหลายทางชีวภาพลดลงไปถึง 70 เปอร์เซ็นต์
I for one am really impressed with our ability to shape natural environments and control water.,ฉันคนหนึ่งแล้วที่รู้สึกประทับใจมากกับความสามารถของเราในการกำหนดสภาพแวดล้อมทางธรรมชาติและการควบคุมน้ำ
"I realize your intentions were good, but you just created more problems.",ฉันรู้ว่าความตั้งใจของคุณดี แต่คุณกลับสร้างปัญหามากขึ้น
"We're able to produce quite a bit of power, but it has displaced millions of people and damaged ecosystems.",เราสามารถผลิตไฟฟ้าได้ค่อนข้างเยอะ แต่มันทำให้ผู้คนหลายล้านคนต้องพลัดถิ่น และทำให้ระบบนิเวศเสียหาย
And they just contributed to climate change!,มันมีส่วนทำให้เกิดการเปลี่ยนแปลงสภาพภูมิอากาศ!
"And as the drowned vegetation decomposes, decaying plants in man-made reservoirs release methane, a powerful greenhouse gas.",และในขณะที่พืชพรรณที่จมน้ำย่อยสลาย ต้นไม้ที่เน่าเปื่อยในอ่างเก็บน้ำที่มนุษย์สร้างขึ้นจะปล่อยก๊าซมีเทน ซึ่งเป็นก๊าซเรือนกระจกที่ทรงพลัง
"Aquatic species, particularly fish, are vulnerable to the impacts of dams.",พันธุ์สัตว์น้ำ โดยเฉพาะปลา มีความเสี่ยงจากผลกระทบของเขื่อน
Bird-Watching Craze,คลั่งดูนก
Eden Earth,สวนอีเดนบนโลก
There are many more birds than before because we have done so much to protect nature in recent years.,มีนกเพิ่มมากขึ้นกว่าเดิมเพราะเราได้ทำสิ่งต่าง ๆ มากมายเพื่อปกป้องธรรมชาติในช่วงไม่กี่ปีที่ผ่านมา
"I like yellowhammers, one of Rosa Luxemburg's favourite birds. What's your 'spark bird'?",ฉันชอบแฮมเมอร์สีเหลือง ซึ่งเป็นนกตัวโปรดของ  Rosa Luxemburg แล้วนกตัวโปรดของคุณคือตัวไหน?
SRM - SAD,SRM - SAD
Under a White Sky,ใต้นภาฟ้าขาว
There's been a spike in depression and similar mental health problems as of late.,มีภาวะซึมเศร้าและปัญหาสุขภาพจิตที่คล้ายกันเพิ่มขึ้นอย่างรวดเร็วในช่วงนี้
Researchers are speculating that it has to do with the solar radiation management project...,นักวิจัยสันนิษฐานว่าเกี่ยวข้องกับโครงการจัดการรังสีดวงอาทิตย์...
living under a constant grey sky can't be good for one's mood.,การอยู่ใต้ท้องฟ้าสีเทาตลอดเวลาไม่เป็นผลดีต่ออารมณ์ของผู้คน
Endangered Species Recover,สัตว์ใกล้สูญพันธุ์ฟื้นตัว
Eden Earth,สวนอีเดนบนโลก
Around the world many are marveling at the recovery of a once rare species.,ทั่วโลกหลายคนต่างประหลาดใจกับการฟื้นตัวของสัตว์ที่ครั้งหนึ่งเคยหายาก
I'm glad more people will be able to experience that.,ฉันดีใจที่ผู้คนจำนวนมากจะได้สัมผัสประสบการณ์นั้น
Success,ความสำเร็จ
You step back from your planning console and let out a sigh...,คุณถอยออกจากผังการวางแผนและถอนหายใจ...
"Were they necessary, or did you just fumble your way through them?",พวกมันจำเป็นหรือคุณแค่คลำทางไปเจอเฉย ๆ?
You can't help but wonder how things could have gone differently.,คุณอดไม่ได้ที่จะสงสัยว่าจะมีอะไรเปลี่ยนไปได้ด้วยหรือ
Was this the only way?,นี่เป็นวิธีเดียวงั้นเหรอ?
So many unpopular and damaging decisions...,มีการตัดสินใจมากมายที่ไม่เป็นที่ยอมรับในวงกว้างแถมสร้างความเสียหายอีก...
"You managed to last all this time, but how has everyone else fared?",คุณสามารถอยู่รอดได้ตลอดช่วงเวลานี้ แต่คนอื่น ๆ เป็นยังไงบ้างล่ะ?
..the weight of a decades-long career shedding from your shoulders.,..ความหนักอึ้งของอาชีพการงานที่กินเวลายาวนานหลายทศวรรษจะหายไปจากบ่าของคุณ
Forest Infested,ป่าไม้ถูกรบกวน
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
Climate change has enabled boring insects and other tree parasites to expand their range.,การเปลี่ยนแปลงสภาพภูมิอากาศทำให้แมลงที่น่าเบื่อและปรสิตต้นไม้อื่น ๆ สามารถขยายอาณาเขตออกไปได้
"The trees look alive, but they're dying. This means more fire and carbon emissions...",ต้นไม้ดูมีชีวิตชีวา แต่จริง ๆ แล้วกำลังตาย นั่นหมายความว่าไฟจะไหม้บ่อยขึ้น และมีการปล่อยคาร์บอนเพิ่มมากขึ้น...
Deadly Leak from CCS Storage Facility,การรั่วไหลร้ายแรงจากสถานจัดเก็บคาร์บอน
Capturing Carbon,จับคาร์บอน
"CO2 is denser than air, so the deadly cloud stayed long enough at ground level to kill two thousand people and countless animals within minutes.",CO2 มีความหนาแน่นมากกว่าอากาศ ดังนั้นเมฆมฤตยูจึงคงอยู่ได้นานพอที่จะสังหารผู้คนได้สองพันคนและสัตว์จำนวนนับไม่ถ้วนภายในไม่กี่นาที
"We try to store CO2 as safely as we can, but some accidents are inevitable. This will be bad for morale.",เราพยายามจัดเก็บ CO2 อย่างปลอดภัยที่สุดเท่าที่จะทำได้ แต่อุบัติเหตุบางอย่างก็เป็นสิ่งที่หลีกเลี่ยงไม่ได้ นี่จะส่งผลเสียต่อขวัญกำลังใจของผู้คน
Polar Bear Declared Extinct,หมีขั้วโลกถูกประกาศว่าสูญพันธุ์
Gone Forever,จากไปตลอดกาล
"For so long the polar bear was the mascot of our movement, and now it's gone...",หมีขั้วโลกเป็นสัตว์สัญลักษณ์ของขบวนการเรามานานแล้ว แต่ตอนนี้มันจากไปแล้ว...
Tens of Millions of Climate Migrants on the Move,ผู้ย้ายถิ่นฐานด้านสภาพอากาศหลายสิบล้านคนเคลื่อนไหว
Migrations,การอพยพ
We can't let all of these people move into countries that prepared better for these crises. It's their own fault they did not create resilient societies.,เราไม่สามารถปล่อยให้คนเหล่านี้ย้ายไปยังประเทศที่มีการเตรียมพร้อมที่ดีกว่าสำหรับวิกฤติเหล่านี้ได้ เป็นความผิดของพวกเขาเองที่พวกเขาไม่ได้สร้างสังคมที่มีความยืดหยุ่น
"If there were fewer people, perhaps we could lower emissions. I recommend you close borders and take harsher measures.",หากมีคนน้อยลง บางทีเราอาจลดการปล่อยก๊าซได้ ฉันขอแนะนำให้คุณปิดพรมแดนและใช้มาตรการที่เข้มงวดกว่านี้
What are you talking about? We have to help everyone we can.,คุณกำลังพูดอะไร? เราต้องช่วยเหลือทุกคนที่เราทำได้
Ally - The Fanonist,พันธมิตร - ฟาโนนิสต์
Making Friends,หาเพื่อน
"I've followed your planning for some time now, and I see you have the interests of the world at heart.",ฉันได้ติดตามการวางแผนของคุณมาระยะหนึ่งแล้ว และเห็นว่าคุณคำนึงถึงผลประโยชน์ของโลกเป็นสำคัญ
"And by ""world"", I do mean the *whole* world, and not just the wealthy regions like some mean with that term.","และสำหรับคำว่า ""โลก"" ฉันหมายถึง *ทั้งโลก* โดยไม่ใช่แค่ภูมิภาคที่ร่ำรวย ไม่เหมือนกับบางคนที่ใช้คำนั้น"
My party is happy to join your coalition.,พรรคของฉันยินดีที่จะเข้าร่วมแนวร่วมของคุณ
I hope that together we can undo at least some part of centuries of injustices.,ฉันหวังว่าเราจะสามารถแก้ไขความอยุติธรรมอย่างน้อยก็บางส่วนจากหลายศตวรรษร่วมกันได้
The Fanonist is now an [ally] ally. The contentedness of lower and lower-middle income regions will recover more quickly.,ตอนนี้ฟาโนนิสต์เป็น [ally] พันธมิตรแล้ว ความพอใจในภูมิภาคที่มีรายได้ต่ำและปานกลางล่างจะฟื้นตัวเร็วขึ้น
Assassination,การลอบสังหาร
The End,จุดจบ
We are tired of living under your reign of terror! Your time is up.,เราเบื่อหน่ายกับการอยู่ภายใต้การปกครองแห่งความหวาดกลัวของคุณ! เวลาของคุณหมดแล้ว.
Prepare to die!,เตรียมตัวตายซะ!
You ought to--,คุณควรจะ--
Severe Hurricane - Intro,เฮอริเคนรุนแรง - บทนำ
Natural Disasters,ภัยพิบัติทางธรรมชาติ
Models have long predicted that warming will increase hurricane strength.,แบบจำลองได้ทำนายมานานแล้วว่าภาวะโลกร้อนจะเพิ่มความแรงของพายุเฮอริเคน
Otherwise many places will become inhospitable.,มิฉะนั้นสถานที่หลายแห่งจะไม่เอื้ออำนวยแก่การดำรงชีวิต
We ought to do whatever we can to bring down the temperature to reduce this risk.,เราควรทำทุกอย่างเท่าที่ทำได้ให้อุณหภูมิลดลงเพื่อลดความเสี่ยงนี้
SRM - Weakening Monsoon,การจัดการรังสีแสงอาทิตย์ - มรสุมอ่อนแรงลง
Under a White Sky,ใต้นภาฟ้าขาว
"Monsoons throughout the Indian subcontinent have been weaker and less frequent, disrupting a vital component of that region's climate.",มรสุมทั่วทั้งอนุทวีปอินเดียมีกำลังอ่อนลงและเกิดถี่น้อยลง ส่งผลกระทบต่อองค์ประกอบสำคัญของสภาพอากาศในภูมิภาคนั้น
Residents there are understandably upset and--,ชาวบ้านที่นั่นรู้สึกไม่พอใจและ--
There must be alternatives that don't require sacrificing us!,ต้องมีทางเลือกอื่นที่ไม่จำเป็นต้องเสียสละเราสิ!
"This is a terrible cost that we are made to bear, and we won't take it any longer!",นี่เป็นสภาพอันเลวร้ายที่เราถูกบังคับให้ยอมทน แต่เราจะไม่ทนอีกต่อไป!
I urge you to act soon. Others are talking of more aggressive ways of stopping the project.,ฉันขอให้คุณดำเนินการเร็ว ๆ นี้ คนอื่น ๆ กำลังพูดถึงวิธีการหยุดโครงการที่ก้าวร้าวมากขึ้น
Fuel,เชื้อเพลิง
fuel,เชื้อเพลิง
Electricity,ไฟฟ้า
electricity,ไฟฟ้า
Plant Calories,แคลอรี่จากพืช
plant calories,แคลอรี่จากพืช
Animal Calories,แคลอรี่จากสัตว์
animal calories,แคลอรี่จากสัตว์
Soil,ดิน
soil,ดิน
Oil,น้ำมัน
oil,น้ำมัน
Coal,ถ่านหิน
coal,ถ่านหิน
Uranium,ยูเรเนียม
uranium,ยูเรเนียม
Lithium,ลิเธียม
lithium,ลิเธียม
Thorium,ทอเรียม
thorium,ทอเรียม
Natural Gas,ก๊าซธรรมชาติ
natural gas,ก๊าซธรรมชาติ
Other,อื่น ๆ
other,อื่น ๆ
Policy,นโยบาย
policy,นโยบาย
Research,วิจัย
research,วิจัย
Infrastructure,โครงสร้างพื้นฐาน
infrastructure,โครงสร้างพื้นฐาน
Other,อื่น ๆ
Space,อวกาศ
Nuclear,นิวเคลียร์
Restoration,การฟื้นฟู
Agriculture,เกษตรกรรม
Food,อาหาร
Geoengineering,วิศวกรรมธรณี
Population,ประชากร
Control,ควบคุม
Protection,การป้องกัน
Electrification,การใช้พลังงานไฟฟ้า
Behavior,พฤติกรรม
Limits,ขีดจำกัด
Energy,พลังงาน
Materials,วัสดุ
Buildings,โยธา
Cities,เมือง
CO2,CO2
CH4,CH4
N2O,N2O
Biodiversity,ความหลากหลายทางชีวภาพ
biodiversity,ความหลากหลายทางชีวภาพ
Land,ที่ดิน
land,ที่ดิน
Water,น้ำ
water,น้ำ
Electricity,ไฟฟ้า
electricity,ไฟฟ้า
Fuel,เชื้อเพลิง
fuel,เชื้อเพลิง
Low,ต่ำ
low,ต่ำ
Lower-Middle,ปานกลาง-ต่ำ
lower-middle,ปานกลาง-ต่ำ
Upper-Middle,ปานกลาง-สูง
upper-middle,ปานกลาง-สูง
High,สูง
high,สูง
Repeat the tutorial.,ทำบทช่วยสอนอีกครั้ง
Skip the tutorial.,ข้ามบทช่วยสอน
80% of fuel demand becomes electricity demand.,80% ของความต้องการเชื้อเพลิงกลายเป็นความต้องการไฟฟ้า
75% of animal calorie demand is met with plant calories.,ความต้องการแคลอรี่จากสัตว์ถูกชดเชยด้วยแคลอรี่ของพืชไปแล้ว 75%
90% of animal calorie demand is met with plant calories.,90% ของความต้องการแคลอรี่ของสัตว์ถูกทดแทนด้วยแคลอรี่ของพืช
Limits cross-region migration.,จำกัดการย้ายถิ่นข้ามภูมิภาค
Research points are cheaper.,คะแนนการวิจัยมีราคาถูกกว่า
Stops regional development throughout the world.,หยุดการพัฒนาระดับภูมิภาคทั่วโลก
Underdeveloped regions develop more quickly.,ภูมิภาคที่ด้อยพัฒนาพัฒนาได้เร็วขึ้น
Wealthy regions income levels and consumption will decline.,ระดับรายได้และการบริโภคของภูมิภาคที่มีรายได้สูงจะลดลง
Infrastructure projects take 20% longer to finish.,โครงการโครงสร้างพื้นฐานใช้เวลาเสร็จสิ้นนานขึ้น 20%
Stops or prevents metals shortages.,หยุดหรือป้องกันการขาดแคลนโลหะ
A parliamentary majority is no longer required for any project.,เสียงข้างมากในรัฐสภาไม่จำเป็นสำหรับโครงการใด ๆ อีกต่อไป
Projects take less time to complete.,โครงการใช้เวลาน้อยลงในการดำเนินการให้เสร็จสมบูรณ์
Projects take more time to complete.,โครงการต้องใช้เวลามากขึ้นในการดำเนินการให้เสร็จสมบูรณ์
Restoration projects take less time to complete.,โครงการฟื้นฟูใช้เวลาน้อยลงในการดำเนินการให้เสร็จสมบูรณ์
Projects take longer to complete.,โครงการใช้เวลานานขึ้นกว่าจะเสร็จสมบูรณ์
Encountered extraterrestrials,พบวัตถุนอกโลก
You've been bailed out once,คุณได้รับการประกันตัวหนึ่งครั้ง
This process use pesticides.,กระบวนการนี้ใช้ยาฆ่าแมลง
This process uses synthetic fertilizers.,กระบวนการนี้ใช้ปุ๋ยสังเคราะห์
This process uses livestock.,กระบวนการนี้ใช้ปศุสัตว์
This process uses oil.,กระบวนการนี้ใช้น้ำมัน
This process is intermittent.,กระบวนการนี้ไม่ต่อเนื่อง
This process can meltdown.,กระบวนการนี้สามารถหลอมละลายได้
This process produces nuclear waste.,กระบวนการนี้ผลิตของเสียนิวเคลียร์
This process relies on the sun.,กระบวนการนี้ขึ้นอยู่กับดวงอาทิตย์
This process captures and stores carbon.,กระบวนการนี้จับและเก็บคาร์บอน
This process involves combustion.,กระบวนการนี้เกี่ยวข้องกับการเผาไหม้
This process uses fossil fuels.,กระบวนการนี้ใช้เชื้อเพลิงฟอสซิล
This process is especially labor-intensive.,กระบวนการนี้ใช้แรงงานโดยเฉพาะอย่างยิ่ง
tropic,เขตร้อน
subtropic,เขตกึ่งเขตร้อน
temperate,เขตอบอุ่น
frigid,เขตหนาว
At least one region seceded from Gosplant.,มีอย่างน้อยหนึ่งภูมิภาคที่แยกตัวออกจาก Gosplant
You had an extraterrestrial encounter.,คุณได้พบกับสิ่งมีชีวิตนอกโลก
Planetary life flourished under your tenure.,ชีวิตของดาวเคราะห์เจริญรุ่งเรืองภายใต้การครอบครองของคุณ
You helped electrify the world.,คุณช่วยสร้างกระแสไฟฟ้าให้กับโลก
Planetary life suffered under your tenure.,ชีวิตของดาวเคราะห์ได้รับความเดือดร้อนภายใต้การครอบครองของคุณ
You kept on using fossil fuels.,คุณยังคงใช้เชื้อเพลิงฟอสซิล
Carnivorous diets were left intact.,ยังมีการกินเนื้อเป็นอาหารเหมือนเดิม
Nuclear was your preferred form of energy.,นิวเคลียร์เป็นรูปแบบพลังงานที่คุณต้องการ
Renewables dominated energy production.,พลังงานหมุนเวียนครองการผลิตพลังงาน
You pushed humanity towards the stars.,คุณผลักดันมนุษยชาติไปสู่ดวงดาว
Global diets shifted towards vegan.,โภชนาการระดับโลกเปลี่ยนไปสู่มังสวิรัติ
Land,ที่ดิน
Water,น้ำ
Energy,พลังงาน
Emissions,การปล่อยก๊าซ
Biodiversity,ความหลากหลายทางชีวภาพ
Contentedness,ความพึงพอใจ
Fuel,เชื้อเพลิง
Electricity,ไฟฟ้า
Plant Calories,แคลอรี่จากพืช
Animal Calories,แคลอรี่จากสัตว์
Neutral,เป็นกลาง
Nemesis,ศัตรู
